currency,horizon,model,window_idx,explanation_len,news_grounding_rate,n_factors_cited,coherence_score,confidence_score,abs_pred_error,directional_accuracy
USDSGD,10,llama3-8b,0,75,0.5,4,0.7,0.5,0.0024050185775756905,44.44444444444444
USDSGD,10,llama3-8b,1,68,0.7,3,0.7,0.5,0.0041430213165283055,44.44444444444444
USDSGD,10,llama3-8b,2,79,0.6,4,0.7,0.5,0.0015549764442443826,33.33333333333333
USDSGD,10,llama3-8b,3,78,0.6,4,0.7,0.5,0.003692014751434325,33.33333333333333
USDSGD,10,llama3-8b,4,73,0.8,3,0.7,0.5,0.003007006950378366,44.44444444444444
USDSGD,10,llama3-8b,5,73,0.7,3,0.7,0.5,0.0025159943389891693,33.33333333333333
USDSGD,10,llama3-8b,6,85,0.7,3,0.7,0.5,0.008025001907348584,33.33333333333333
USDSGD,10,llama3-8b,7,48,0.2,3,0.688,0.7,0.004155993270873992,44.44444444444444
USDSGD,10,llama3-8b,8,69,0.7,3,0.7,0.5,0.0041120041847228835,33.33333333333333
USDSGD,10,llama3-8b,9,68,0.5,4,0.7,0.5,0.006711012496948232,22.22222222222222
USDSGD,10,llama3-8b,10,75,0.7,4,0.7,0.5,0.00792201852798462,33.33333333333333
USDSGD,10,llama3-8b,11,47,0.2,3,0.682,0.7,0.008170021533966065,33.33333333333333
USDSGD,10,llama3-8b,12,85,0.8,4,0.7,0.5,0.008688025951385537,33.33333333333333
USDSGD,10,llama3-8b,13,81,0.8,3,0.7,0.5,0.006802012176513661,33.33333333333333
USDSGD,10,llama3-8b,14,73,0.7,3,0.7,0.5,0.010776016712188752,33.33333333333333
USDSGD,10,llama3-8b,15,73,0.7,3,0.7,0.5,0.009430009174346932,33.33333333333333
USDSGD,10,llama3-8b,16,73,0.8,3,0.7,0.5,0.005438008594512956,22.22222222222222
USDSGD,10,llama3-8b,17,73,0.7,3,0.7,0.5,0.004884006385803286,33.33333333333333
USDSGD,10,llama3-8b,18,71,0.6,3,0.7,0.5,0.003648003101348918,44.44444444444444
USDSGD,10,llama3-8b,19,48,0.2,3,0.688,0.7,0.0029649956321716074,44.44444444444444
USDSGD,10,qwen2.5-7b,0,54,0.2,3,0.6,0.7,0.0024050185775756905,44.44444444444444
USDSGD,10,qwen2.5-7b,1,55,0.2,3,0.65,0.7,0.0041430213165283055,44.44444444444444
USDSGD,10,qwen2.5-7b,2,53,0.2,3,0.6,0.7,0.0015549764442443826,33.33333333333333
USDSGD,10,qwen2.5-7b,3,53,0.2,3,0.7,0.7,0.003692014751434325,33.33333333333333
USDSGD,10,qwen2.5-7b,4,57,0.2,4,0.6,0.7,0.003007006950378366,44.44444444444444
USDSGD,10,qwen2.5-7b,5,57,0.2,3,0.7,0.7,0.0025159943389891693,33.33333333333333
USDSGD,10,qwen2.5-7b,6,48,0.2,4,0.638,0.7,0.008025001907348584,33.33333333333333
USDSGD,10,qwen2.5-7b,7,62,0.2,4,0.7,0.7,0.004155993270873992,44.44444444444444
USDSGD,10,qwen2.5-7b,8,55,0.2,3,0.65,0.7,0.0041120041847228835,33.33333333333333
USDSGD,10,qwen2.5-7b,9,56,0.2,3,0.65,0.7,0.006711012496948232,22.22222222222222
USDSGD,10,qwen2.5-7b,10,45,0.2,5,0.62,0.7,0.00792201852798462,33.33333333333333
USDSGD,10,qwen2.5-7b,11,50,0.2,4,0.65,0.7,0.008170021533966065,33.33333333333333
USDSGD,10,qwen2.5-7b,12,48,0.2,4,0.638,0.7,0.008688025951385537,33.33333333333333
USDSGD,10,qwen2.5-7b,13,55,0.2,4,0.7,0.7,0.006802012176513661,33.33333333333333
USDSGD,10,qwen2.5-7b,14,40,0.2,4,0.64,0.7,0.010776016712188752,33.33333333333333
USDSGD,10,qwen2.5-7b,15,49,0.2,4,0.694,0.7,0.009430009174346932,33.33333333333333
USDSGD,10,qwen2.5-7b,16,61,0.2,3,0.65,0.7,0.005438008594512956,22.22222222222222
USDSGD,10,qwen2.5-7b,17,60,0.2,4,0.65,0.7,0.004884006385803286,33.33333333333333
USDSGD,10,qwen2.5-7b,18,53,0.2,3,0.6,0.7,0.003648003101348918,44.44444444444444
USDSGD,10,qwen2.5-7b,19,53,0.2,3,0.6,0.7,0.0029649956321716074,44.44444444444444
USDSGD,10,mistral-7b,0,46,0.2,4,0.676,0.7,0.0024050185775756905,44.44444444444444
USDSGD,10,mistral-7b,1,53,0.2,4,0.7,0.7,0.0041430213165283055,44.44444444444444
USDSGD,10,mistral-7b,2,55,0.2,4,0.7,0.7,0.0015549764442443826,33.33333333333333
USDSGD,10,mistral-7b,3,55,0.2,4,0.7,0.7,0.003692014751434325,33.33333333333333
USDSGD,10,mistral-7b,4,52,0.2,5,0.7,0.7,0.003007006950378366,44.44444444444444
USDSGD,10,mistral-7b,5,50,0.2,4,0.7,0.7,0.0025159943389891693,33.33333333333333
USDSGD,10,mistral-7b,6,43,0.2,4,0.658,0.7,0.008025001907348584,33.33333333333333
USDSGD,10,mistral-7b,7,55,0.2,4,0.7,0.7,0.004155993270873992,44.44444444444444
USDSGD,10,mistral-7b,8,46,0.2,4,0.676,0.7,0.0041120041847228835,33.33333333333333
USDSGD,10,mistral-7b,9,43,0.2,4,0.658,0.7,0.006711012496948232,22.22222222222222
USDSGD,10,mistral-7b,10,54,0.2,4,0.7,0.7,0.00792201852798462,33.33333333333333
USDSGD,10,mistral-7b,11,51,0.2,5,0.7,0.7,0.008170021533966065,33.33333333333333
USDSGD,10,mistral-7b,12,55,0.2,4,0.7,0.7,0.008688025951385537,33.33333333333333
USDSGD,10,mistral-7b,13,51,0.2,4,0.7,0.7,0.006802012176513661,33.33333333333333
USDSGD,10,mistral-7b,14,71,0.2,4,0.7,0.7,0.010776016712188752,33.33333333333333
USDSGD,10,mistral-7b,15,54,0.2,4,0.7,0.7,0.009430009174346932,33.33333333333333
USDSGD,10,mistral-7b,16,49,0.2,4,0.694,0.7,0.005438008594512956,22.22222222222222
USDSGD,10,mistral-7b,17,61,0.2,4,0.7,0.7,0.004884006385803286,33.33333333333333
USDSGD,10,mistral-7b,18,46,0.2,4,0.676,0.7,0.003648003101348918,44.44444444444444
USDSGD,10,mistral-7b,19,36,0.2,4,0.616,0.7,0.0029649956321716074,44.44444444444444
