currency,horizon,model,window_idx,explanation_len,news_grounding_rate,n_factors_cited,coherence_score,confidence_score,abs_pred_error,directional_accuracy
USDIDR,10,llama3-8b,0,60,0.4444444444444444,4,0.7,0.5,28.240610937499877,33.33333333333333
USDIDR,10,llama3-8b,1,54,0.5555555555555556,2,0.5,0.5,40.557691406249795,44.44444444444444
USDIDR,10,llama3-8b,2,62,0.5555555555555556,4,0.7,0.5,57.41829140624977,44.44444444444444
USDIDR,10,llama3-8b,3,48,0.5555555555555556,4,0.688,0.5,22.06172046874999,44.44444444444444
USDIDR,10,llama3-8b,4,59,0.4444444444444444,4,0.7,0.5,32.82998046875,33.33333333333333
USDIDR,10,llama3-8b,5,62,0.5555555555555556,4,0.7,0.5,33.08758046874973,22.22222222222222
USDIDR,10,llama3-8b,6,76,0.5555555555555556,4,0.6,0.5,61.39351953125006,22.22222222222222
USDIDR,10,llama3-8b,7,54,0.5555555555555556,2,0.5,0.5,71.99351953125006,22.22222222222222
USDIDR,10,llama3-8b,8,54,0.5555555555555556,2,0.5,0.5,70.62568046875022,33.33333333333333
USDIDR,10,llama3-8b,9,54,0.5555555555555556,2,0.5,0.5,75.44650000000001,33.33333333333333
USDIDR,10,llama3-8b,10,65,0.5555555555555556,4,0.7,0.5,50.72638046874981,33.33333333333333
USDIDR,10,llama3-8b,11,71,0.5555555555555556,4,0.6,0.5,103.40169999999998,33.33333333333333
USDIDR,10,llama3-8b,12,54,0.5555555555555556,2,0.5,0.5,107.4524999999996,33.33333333333333
USDIDR,10,llama3-8b,13,56,0.4444444444444444,3,0.65,0.5,81.24800000000013,33.33333333333333
USDIDR,10,llama3-8b,14,60,0.5555555555555556,3,0.55,0.5,38.41574999999993,44.44444444444444
USDIDR,10,llama3-8b,15,56,0.4444444444444444,3,0.65,0.5,31.08778906250027,44.44444444444444
USDIDR,10,llama3-8b,16,56,0.4444444444444444,3,0.65,0.5,54.187008593750036,55.55555555555556
USDIDR,10,llama3-8b,17,62,0.4444444444444444,4,0.6,0.5,93.11695859375013,44.44444444444444
USDIDR,10,llama3-8b,18,60,0.4444444444444444,4,0.7,0.5,90.34465859374995,44.44444444444444
USDIDR,10,llama3-8b,19,63,0.5555555555555556,4,0.7,0.5,140.63258906250013,33.33333333333333
USDIDR,10,qwen2.5-7b,0,42,0.2222222222222222,3,0.502,0.7,28.240610937499877,33.33333333333333
