currency,horizon,model,window_idx,explanation_len,news_grounding_rate,n_factors_cited,coherence_score,confidence_score,abs_pred_error,directional_accuracy
USDTWD,1,llama3-8b,0,41,0.2,2,0.446,0.7,0.031900579833983755,
USDTWD,1,llama3-8b,1,53,0.4,3,0.7,0.5,0.031900579833983755,
USDTWD,1,llama3-8b,2,40,0.2,3,0.49,0.7,0.020099465942383432,
USDTWD,1,llama3-8b,3,35,0.2,3,0.46,0.7,0.23290074768066305,
USDTWD,1,llama3-8b,4,35,0.2,3,0.46,0.7,0.11959968261718856,
USDTWD,1,llama3-8b,5,36,0.2,3,0.466,0.7,0.062200634765623875,
USDTWD,1,llama3-8b,6,54,0.3,3,0.65,0.5,0.006700738525388772,
USDTWD,1,llama3-8b,7,76,0.2,2,0.65,0.5,0.03199926147460985,
USDTWD,1,llama3-8b,8,37,0.2,3,0.572,0.7,0.03199926147460985,
USDTWD,1,llama3-8b,9,53,0.4,3,0.7,0.5,0.11609998474121141,
USDTWD,1,llama3-8b,10,39,0.2,3,0.484,0.7,0.04909938964843619,
USDTWD,1,llama3-8b,11,35,0.2,3,0.46,0.7,0.007998535156247044,
USDTWD,1,llama3-8b,12,51,0.5,3,0.65,0.5,0.10229959106445108,
USDTWD,1,llama3-8b,13,57,0.5,3,0.6,0.5,0.047300335693357454,
USDTWD,1,llama3-8b,14,38,0.2,3,0.528,0.7,0.03199966430663892,
USDTWD,1,llama3-8b,15,35,0.2,3,0.46,0.7,0.03199966430663892,
USDTWD,1,llama3-8b,16,35,0.2,3,0.46,0.7,0.031198425292970455,
USDTWD,1,llama3-8b,17,51,0.4,3,0.65,0.5,0.07050031738281604,
USDTWD,1,llama3-8b,18,53,0.7,2,0.7,0.5,0.13870012512207097,
USDTWD,1,llama3-8b,19,34,0.2,3,0.454,0.7,0.18479865722656186,
USDTWD,1,qwen2.5-7b,0,36,0.2,2,0.466,0.7,0.031900579833983755,
USDTWD,1,qwen2.5-7b,1,39,0.2,1,0.434,0.7,0.031900579833983755,
USDTWD,1,qwen2.5-7b,2,42,0.2,2,0.452,0.7,0.020099465942383432,
USDTWD,1,qwen2.5-7b,3,39,0.2,3,0.584,0.7,0.23290074768066305,
USDTWD,1,qwen2.5-7b,4,32,0.2,1,0.342,0.7,0.11959968261718856,
USDTWD,1,qwen2.5-7b,5,40,0.2,1,0.49,0.7,0.062200634765623875,
USDTWD,1,qwen2.5-7b,6,37,0.2,2,0.422,0.7,0.006700738525388772,
USDTWD,1,qwen2.5-7b,7,41,0.2,2,0.496,0.7,0.03199926147460985,
USDTWD,1,qwen2.5-7b,8,35,0.2,3,0.46,0.7,0.03199926147460985,
USDTWD,1,qwen2.5-7b,9,45,0.2,1,0.47,0.7,0.11609998474121141,
USDTWD,1,qwen2.5-7b,10,44,0.2,1,0.514,0.7,0.04909938964843619,
USDTWD,1,qwen2.5-7b,11,32,0.2,2,0.392,0.7,0.007998535156247044,
USDTWD,1,qwen2.5-7b,12,38,0.2,2,0.478,0.7,0.10229959106445108,
USDTWD,1,qwen2.5-7b,13,38,0.2,2,0.478,0.7,0.047300335693357454,
USDTWD,1,qwen2.5-7b,14,37,0.2,2,0.472,0.7,0.03199966430663892,
USDTWD,1,qwen2.5-7b,15,36,0.2,3,0.566,0.7,0.03199966430663892,
USDTWD,1,qwen2.5-7b,16,31,0.2,2,0.386,0.7,0.031198425292970455,
USDTWD,1,qwen2.5-7b,17,38,0.2,3,0.578,0.7,0.07050031738281604,
USDTWD,1,qwen2.5-7b,18,38,0.2,2,0.478,0.7,0.13870012512207097,
USDTWD,1,qwen2.5-7b,19,33,0.2,1,0.398,0.7,0.18479865722656186,
USDTWD,1,mistral-7b,0,28,0.2,1,0.318,0.7,0.031900579833983755,
USDTWD,1,mistral-7b,1,29,0.2,2,0.374,0.65,0.017000579833982954,
USDTWD,1,mistral-7b,2,29,0.2,1,0.324,0.65,0.015000534057616477,
USDTWD,1,mistral-7b,3,27,0.2,1,0.312,0.65,0.2460007476806645,
USDTWD,1,mistral-7b,4,41,0.2,0,0.346,0.65,0.08529968261718679,
USDTWD,1,mistral-7b,5,26,0.2,1,0.306,0.7,0.059400634765623295,
USDTWD,1,mistral-7b,6,30,0.2,0,0.28,0.75,0.03189926147460653,
USDTWD,1,mistral-7b,7,44,0.2,2,0.464,0.7,0.03199926147460985,
USDTWD,1,mistral-7b,8,41,0.2,2,0.446,0.7,0.03199926147460985,
USDTWD,1,mistral-7b,9,34,0.2,1,0.354,0.7,0.11609998474121141,
USDTWD,1,mistral-7b,10,29,0.2,1,0.324,0.75,0.034999389648437074,
USDTWD,1,mistral-7b,11,29,0.2,1,0.324,0.7,0.025998535156247726,
USDTWD,1,mistral-7b,12,33,0.2,0,0.298,0.7,0.13629959106445,
USDTWD,1,mistral-7b,13,29,0.2,1,0.324,0.75,0.02800033569335625,
USDTWD,1,mistral-7b,14,30,0.2,2,0.38,0.65,0.07199966430663807,
USDTWD,1,mistral-7b,15,29,0.2,2,0.374,0.7,0.07199966430663807,
USDTWD,1,mistral-7b,16,32,0.2,0,0.292,0.7,0.008801574707028692,
USDTWD,1,mistral-7b,17,30,0.2,2,0.38,0.7,0.07720031738281108,
USDTWD,1,mistral-7b,18,31,0.2,0,0.286,0.65,0.15380012512206775,
USDTWD,1,mistral-7b,19,31,0.2,1,0.336,0.7,0.18479865722656186,
