currency,horizon,model,config,news,prompt,rmse,mae,mape,da,n_windows
USDTWD,10,mistral-7b,prompt_only,False,tsfl_few,0.29267396308408583,0.23387866052436795,0.7417039415291801,45.588235294117645,10
USDTWD,10,mistral-7b,full_model,True,tsfl_few,0.2790977541972786,0.2292246816749564,0.7263726706176263,58.82352941176471,10
USDAUD,1,mistral-7b,baseline_llm,False,tsfl_zero,0.03906533151709182,0.031360196244716664,2.1862736267760243,66.66666666666666,10
USDAUD,1,mistral-7b,news_only,True,tsfl_zero,0.042317461498608495,0.03608814749002458,2.508902553057202,88.88888888888889,10
USDAUD,1,mistral-7b,prompt_only,False,tsfl_few,0.036546519762501686,0.02899008621931074,2.028246283019585,77.77777777777779,10
USDAUD,1,mistral-7b,full_model,True,tsfl_few,0.03762440401368606,0.033011862189769724,2.2952550199720276,88.88888888888889,10
USDAUD,5,mistral-7b,baseline_llm,False,tsfl_zero,0.03819178891214199,0.03126750218820569,2.1634386232497613,48.64864864864865,10
USDAUD,5,mistral-7b,news_only,True,tsfl_zero,0.04116251890488587,0.034727857259511906,2.405224776037124,40.54054054054054,10
USDAUD,5,mistral-7b,prompt_only,False,tsfl_few,0.04052827268855263,0.03070815087437625,2.1331745840924157,51.35135135135135,10
USDAUD,5,mistral-7b,full_model,True,tsfl_few,0.037920487289086285,0.02982917427444454,2.0719313470723444,54.054054054054056,10
USDAUD,10,mistral-7b,baseline_llm,False,tsfl_zero,0.05040311135352895,0.043998060374498334,3.047238756264948,50.0,10
USDAUD,10,mistral-7b,news_only,True,tsfl_zero,0.05210313464467779,0.04276712827837465,2.9705325298592906,50.0,10
USDAUD,10,mistral-7b,prompt_only,False,tsfl_few,0.03837325291522231,0.029848356182456,2.0637188343195856,51.470588235294116,10
USDAUD,10,mistral-7b,full_model,True,tsfl_few,0.04052254885382415,0.030709677513480207,2.1335598872151484,39.705882352941174,10
