currency,horizon,model,window_idx,explanation_len,news_grounding_rate,n_factors_cited,coherence_score,confidence_score,abs_pred_error,directional_accuracy
USDAUD,5,mistral-7b,2,66,0.2,3,0.65,0.7,0.0052680156707764604,25.0
USDAUD,5,mistral-7b,3,66,0.2,2,0.65,0.7,0.003245963592529222,25.0
USDAUD,5,mistral-7b,4,63,0.2,3,0.65,0.7,0.004480378036498989,50.0
USDAUD,5,mistral-7b,5,72,0.2,2,0.65,0.7,0.006560387458801298,50.0
USDAUD,5,mistral-7b,6,87,0.2,3,0.75,0.7,0.0071656034851073965,50.0
USDAUD,5,mistral-7b,7,65,0.2,2,0.65,0.7,0.001276412849426256,50.0
USDAUD,5,mistral-7b,8,45,0.2,2,0.52,0.7,0.0024764152145385853,25.0
USDAUD,5,mistral-7b,9,78,0.2,2,0.65,0.7,0.002928003311157257,25.0
USDAUD,5,mistral-7b,10,54,0.2,2,0.6,0.7,0.004175803527832045,25.0
USDAUD,5,mistral-7b,11,58,0.2,2,0.6,0.7,0.007215397796630896,25.0
USDAUD,5,mistral-7b,12,61,0.2,2,0.6,0.7,0.011119402465820282,25.0
USDAUD,5,mistral-7b,13,61,0.2,2,0.6,0.7,0.01250579822540283,0.0
USDAUD,5,mistral-7b,14,60,0.2,2,0.6,0.7,0.023699405632019045,0.0
USDAUD,5,mistral-7b,15,63,0.2,2,0.7,0.7,0.02000760951995848,25.0
USDAUD,5,mistral-7b,16,56,0.2,2,0.65,0.7,0.008867026672363299,25.0
USDAUD,5,mistral-7b,17,59,0.2,2,0.6,0.7,0.006415632286071782,25.0
USDAUD,5,mistral-7b,18,61,0.2,2,0.6,0.7,0.0075314249038696875,50.0
USDAUD,5,mistral-7b,19,63,0.2,2,0.7,0.7,0.007869428977966253,25.0
