type,model,config,currency,horizon,window,window_rmse,window_da
llm,llama3-8b,baseline_llm,USDSGD,5,26,0.013025650227837795,75.0
llm,llama3-8b,baseline_llm,USDSGD,5,27,0.006003406214966413,33.33333333333333
llm,llama3-8b,baseline_llm,USDSGD,5,28,0.014913195624541136,66.66666666666666
llm,llama3-8b,baseline_llm,USDSGD,5,29,0.01079859716999462,75.0
llm,llama3-8b,news_only,USDSGD,5,0,0.0186653296033743,100.0
llm,llama3-8b,news_only,USDSGD,5,1,0.02113181806351386,0.0
llm,llama3-8b,news_only,USDSGD,5,2,0.012377693245448917,0.0
llm,llama3-8b,news_only,USDSGD,5,3,0.01583192960473276,60.0
llm,llama3-8b,news_only,USDSGD,5,4,0.010508294487556377,66.66666666666666
llm,llama3-8b,news_only,USDSGD,5,5,0.014252676145846717,75.0
llm,llama3-8b,news_only,USDSGD,5,6,0.019502908176744528,33.33333333333333
llm,llama3-8b,news_only,USDSGD,5,7,0.010360261009768907,66.66666666666666
llm,llama3-8b,news_only,USDSGD,5,8,0.012001260594627191,25.0
llm,llama3-8b,news_only,USDSGD,5,9,0.010837182611532895,66.66666666666666
llm,llama3-8b,news_only,USDSGD,5,10,0.005652434291643421,20.0
llm,llama3-8b,news_only,USDSGD,5,11,0.006834212156780361,66.66666666666666
llm,llama3-8b,news_only,USDSGD,5,12,0.010585798665704423,50.0
llm,llama3-8b,news_only,USDSGD,5,13,0.017129148589373176,0.0
llm,llama3-8b,news_only,USDSGD,5,14,0.0025120807161011266,66.66666666666666
llm,llama3-8b,news_only,USDSGD,5,15,0.0035061600389093258,75.0
llm,llama3-8b,news_only,USDSGD,5,16,0.009258754677280748,66.66666666666666
llm,llama3-8b,news_only,USDSGD,5,17,0.009622071951260767,80.0
llm,llama3-8b,news_only,USDSGD,5,18,0.007131503699320972,66.66666666666666
llm,llama3-8b,news_only,USDSGD,5,19,0.01092303427569372,50.0
llm,llama3-8b,news_only,USDSGD,5,20,0.014859653433439757,33.33333333333333
llm,llama3-8b,news_only,USDSGD,5,21,0.010457127268575658,66.66666666666666
llm,llama3-8b,news_only,USDSGD,5,22,0.012286655551948565,50.0
llm,llama3-8b,news_only,USDSGD,5,23,0.006668768509698653,66.66666666666666
llm,llama3-8b,news_only,USDSGD,5,24,0.02145558946204301,40.0
llm,llama3-8b,news_only,USDSGD,5,25,0.012283579533962884,66.66666666666666
llm,llama3-8b,news_only,USDSGD,5,26,0.0205931886234791,75.0
llm,llama3-8b,news_only,USDSGD,5,27,0.01217146241427671,33.33333333333333
llm,llama3-8b,news_only,USDSGD,5,28,0.012143579536840846,66.66666666666666
llm,llama3-8b,news_only,USDSGD,5,29,0.007606249183629727,75.0
llm,llama3-8b,prompt_only,USDSGD,5,0,0.01359582330030518,100.0
llm,llama3-8b,prompt_only,USDSGD,5,1,0.011797885653300137,50.0
llm,llama3-8b,prompt_only,USDSGD,5,2,0.00454046850114317,100.0
llm,llama3-8b,prompt_only,USDSGD,5,3,0.011990893154402918,80.0
llm,llama3-8b,prompt_only,USDSGD,5,4,0.006201585542052479,0.0
llm,llama3-8b,prompt_only,USDSGD,5,5,0.0062273974017966385,75.0
llm,llama3-8b,prompt_only,USDSGD,5,6,0.018588872290542496,0.0
llm,llama3-8b,prompt_only,USDSGD,5,7,0.007878719357720979,66.66666666666666
llm,llama3-8b,prompt_only,USDSGD,5,8,0.007579266243023571,50.0
llm,llama3-8b,prompt_only,USDSGD,5,9,0.009602727849762805,66.66666666666666
llm,llama3-8b,prompt_only,USDSGD,5,10,0.002830517314959392,60.0
llm,llama3-8b,prompt_only,USDSGD,5,11,0.0049539695742152915,66.66666666666666
llm,llama3-8b,prompt_only,USDSGD,5,12,0.010006847621849925,75.0
llm,llama3-8b,prompt_only,USDSGD,5,13,0.012646087090432103,0.0
llm,llama3-8b,prompt_only,USDSGD,5,14,0.00797410287692562,33.33333333333333
llm,llama3-8b,prompt_only,USDSGD,5,15,0.007476599935104684,50.0
llm,llama3-8b,prompt_only,USDSGD,5,16,0.007277506873244843,100.0
llm,llama3-8b,prompt_only,USDSGD,5,17,0.005810567964582461,60.0
llm,llama3-8b,prompt_only,USDSGD,5,18,0.007129260700331191,66.66666666666666
llm,llama3-8b,prompt_only,USDSGD,5,19,0.009277237378854709,25.0
llm,llama3-8b,prompt_only,USDSGD,5,20,0.004553418383499204,33.33333333333333
llm,llama3-8b,prompt_only,USDSGD,5,21,0.008151518773074755,66.66666666666666
llm,llama3-8b,prompt_only,USDSGD,5,22,0.009937082057642783,75.0
llm,llama3-8b,prompt_only,USDSGD,5,23,0.004803720663495527,33.33333333333333
llm,llama3-8b,prompt_only,USDSGD,5,24,0.02232292103204564,40.0
llm,llama3-8b,prompt_only,USDSGD,5,25,0.010878644559149104,66.66666666666666
llm,llama3-8b,prompt_only,USDSGD,5,26,0.014634219381918402,100.0
llm,llama3-8b,prompt_only,USDSGD,5,27,0.010134009446309749,66.66666666666666
llm,llama3-8b,prompt_only,USDSGD,5,28,0.009825619248285586,33.33333333333333
llm,llama3-8b,prompt_only,USDSGD,5,29,0.011688460056807546,25.0
llm,llama3-8b,full_model,USDSGD,5,0,0.015651789841684,66.66666666666666
llm,llama3-8b,full_model,USDSGD,5,1,0.013474197491411882,50.0
llm,llama3-8b,full_model,USDSGD,5,2,0.0035933486912836142,100.0
llm,llama3-8b,full_model,USDSGD,5,3,0.012872965646955467,80.0
llm,llama3-8b,full_model,USDSGD,5,4,0.007963016796913781,33.33333333333333
llm,llama3-8b,full_model,USDSGD,5,5,0.004902960778111928,50.0
llm,llama3-8b,full_model,USDSGD,5,6,0.011589369701298827,0.0
llm,llama3-8b,full_model,USDSGD,5,7,0.007126497923206907,66.66666666666666
llm,llama3-8b,full_model,USDSGD,5,8,0.007422226915722202,75.0
llm,llama3-8b,full_model,USDSGD,5,9,0.007417956059622183,100.0
llm,llama3-8b,full_model,USDSGD,5,10,0.003877817341097856,40.0
llm,llama3-8b,full_model,USDSGD,5,11,0.0031690896909368662,100.0
llm,llama3-8b,full_model,USDSGD,5,12,0.005407410138592652,75.0
llm,llama3-8b,full_model,USDSGD,5,13,0.016534009364946183,0.0
llm,llama3-8b,full_model,USDSGD,5,14,0.009362943312226176,33.33333333333333
llm,llama3-8b,full_model,USDSGD,5,15,0.004979975372130129,50.0
llm,llama3-8b,full_model,USDSGD,5,16,0.006601929852955314,100.0
llm,llama3-8b,full_model,USDSGD,5,17,0.0053539803790708254,40.0
llm,llama3-8b,full_model,USDSGD,5,18,0.007857173600280916,66.66666666666666
llm,llama3-8b,full_model,USDSGD,5,19,0.008328238212623882,25.0
llm,llama3-8b,full_model,USDSGD,5,20,0.010579871321784605,33.33333333333333
llm,llama3-8b,full_model,USDSGD,5,21,0.007876385345132884,66.66666666666666
llm,llama3-8b,full_model,USDSGD,5,22,0.008753469203194853,50.0
llm,llama3-8b,full_model,USDSGD,5,23,0.0048508479080547305,66.66666666666666
llm,llama3-8b,full_model,USDSGD,5,24,0.021621199249494072,40.0
llm,llama3-8b,full_model,USDSGD,5,25,0.010844731958964963,66.66666666666666
llm,llama3-8b,full_model,USDSGD,5,26,0.019130140930714006,75.0
llm,llama3-8b,full_model,USDSGD,5,27,0.007797443009007412,66.66666666666666
llm,llama3-8b,full_model,USDSGD,5,28,0.008300626309352684,66.66666666666666
llm,llama3-8b,full_model,USDSGD,5,29,0.008351392751115816,100.0
llm,llama3-8b,baseline_llm,USDSGD,10,0,0.018357540758654648,37.5
llm,llama3-8b,baseline_llm,USDSGD,10,1,0.021248782637166654,42.857142857142854
llm,llama3-8b,baseline_llm,USDSGD,10,2,0.012472302335807319,57.14285714285714
llm,llama3-8b,baseline_llm,USDSGD,10,3,0.014744770819596069,62.5
llm,llama3-8b,baseline_llm,USDSGD,10,4,0.009658646388212145,83.33333333333334
llm,llama3-8b,baseline_llm,USDSGD,10,5,0.01195216511697352,50.0
llm,llama3-8b,baseline_llm,USDSGD,10,6,0.014767653994272616,16.666666666666664
llm,llama3-8b,baseline_llm,USDSGD,10,7,0.00771519951426703,62.5
llm,llama3-8b,baseline_llm,USDSGD,10,8,0.007032403054363848,57.14285714285714
llm,llama3-8b,baseline_llm,USDSGD,10,9,0.007561500995858216,57.14285714285714
llm,llama3-8b,baseline_llm,USDSGD,10,10,0.006363417482194765,75.0
llm,llama3-8b,baseline_llm,USDSGD,10,11,0.0064685697989245875,66.66666666666666
llm,llama3-8b,baseline_llm,USDSGD,10,12,0.010122396622354021,75.0
llm,llama3-8b,baseline_llm,USDSGD,10,13,0.013277929320779277,16.666666666666664
llm,llama3-8b,baseline_llm,USDSGD,10,14,0.018925812136922487,75.0
llm,llama3-8b,baseline_llm,USDSGD,10,15,0.004422153560781137,42.857142857142854
llm,llama3-8b,baseline_llm,USDSGD,10,16,0.009587681137389847,57.14285714285714
llm,llama3-8b,baseline_llm,USDSGD,10,17,0.0050258881637684685,62.5
llm,llama3-8b,baseline_llm,USDSGD,10,18,0.009370095082690301,50.0
llm,llama3-8b,baseline_llm,USDSGD,10,19,0.009017200325876659,37.5
llm,llama3-8b,baseline_llm,USDSGD,10,20,0.013567907705194539,33.33333333333333
llm,llama3-8b,baseline_llm,USDSGD,10,21,0.014657667233335022,42.857142857142854
llm,llama3-8b,baseline_llm,USDSGD,10,22,0.010509937402777643,66.66666666666666
llm,llama3-8b,baseline_llm,USDSGD,10,23,0.004283723527271573,57.14285714285714
llm,llama3-8b,baseline_llm,USDSGD,10,24,0.014999843539390894,50.0
llm,llama3-8b,baseline_llm,USDSGD,10,25,0.011308115191465226,50.0
llm,llama3-8b,baseline_llm,USDSGD,10,26,0.027721661978837193,50.0
llm,llama3-8b,baseline_llm,USDSGD,10,27,0.009699961039101385,33.33333333333333
llm,llama3-8b,baseline_llm,USDSGD,10,28,0.010069972922008709,62.5
llm,llama3-8b,baseline_llm,USDSGD,10,29,0.014001001053383701,42.857142857142854
llm,llama3-8b,news_only,USDSGD,10,0,0.021760823756571287,37.5
llm,llama3-8b,news_only,USDSGD,10,1,0.015388380940058215,42.857142857142854
llm,llama3-8b,news_only,USDSGD,10,2,0.016494504371748,42.857142857142854
llm,llama3-8b,news_only,USDSGD,10,3,0.013777803563134074,62.5
llm,llama3-8b,news_only,USDSGD,10,4,0.014268423192967868,66.66666666666666
llm,llama3-8b,news_only,USDSGD,10,5,0.011101947012391639,37.5
llm,llama3-8b,news_only,USDSGD,10,6,0.012135733812770489,50.0
llm,llama3-8b,news_only,USDSGD,10,7,0.012510833571924018,62.5
llm,llama3-8b,news_only,USDSGD,10,8,0.010809573741425578,57.14285714285714
llm,llama3-8b,news_only,USDSGD,10,9,0.010279554535668041,57.14285714285714
llm,llama3-8b,news_only,USDSGD,10,10,0.006640636158634792,12.5
llm,llama3-8b,news_only,USDSGD,10,11,0.007043298083297011,83.33333333333334
llm,llama3-8b,news_only,USDSGD,10,12,0.004020953706265086,75.0
llm,llama3-8b,news_only,USDSGD,10,13,0.015650529082970873,16.666666666666664
llm,llama3-8b,news_only,USDSGD,10,14,0.015326206139075892,100.0
llm,llama3-8b,news_only,USDSGD,10,15,0.00762417224405163,71.42857142857143
llm,llama3-8b,news_only,USDSGD,10,16,0.0047674439175422745,42.857142857142854
llm,llama3-8b,news_only,USDSGD,10,17,0.009965494335241236,50.0
llm,llama3-8b,news_only,USDSGD,10,18,0.007856053627884756,66.66666666666666
llm,llama3-8b,news_only,USDSGD,10,19,0.00896110924445021,50.0
llm,llama3-8b,news_only,USDSGD,10,20,0.010321375884723755,66.66666666666666
llm,llama3-8b,news_only,USDSGD,10,21,0.017433031753135344,57.14285714285714
llm,llama3-8b,news_only,USDSGD,10,22,0.01523382511529177,66.66666666666666
llm,llama3-8b,news_only,USDSGD,10,23,0.007054495072230103,42.857142857142854
llm,llama3-8b,news_only,USDSGD,10,24,0.01690189581794687,25.0
llm,llama3-8b,news_only,USDSGD,10,25,0.013350436343993874,50.0
llm,llama3-8b,news_only,USDSGD,10,26,0.029063162531416466,50.0
llm,llama3-8b,news_only,USDSGD,10,27,0.013441621908194283,50.0
llm,llama3-8b,news_only,USDSGD,10,28,0.01222869861408167,75.0
llm,llama3-8b,news_only,USDSGD,10,29,0.013882791292044143,57.14285714285714
llm,llama3-8b,prompt_only,USDSGD,10,0,0.022724655580718543,50.0
llm,llama3-8b,prompt_only,USDSGD,10,1,0.01062757515414743,42.857142857142854
llm,llama3-8b,prompt_only,USDSGD,10,2,0.01484220038219954,57.14285714285714
llm,llama3-8b,prompt_only,USDSGD,10,3,0.012036453492611196,75.0
llm,llama3-8b,prompt_only,USDSGD,10,4,0.009139592131705008,66.66666666666666
llm,llama3-8b,prompt_only,USDSGD,10,5,0.008721449080351154,62.5
llm,llama3-8b,prompt_only,USDSGD,10,6,0.013673297072324264,33.33333333333333
llm,llama3-8b,prompt_only,USDSGD,10,7,0.008338584174829997,62.5
llm,llama3-8b,prompt_only,USDSGD,10,8,0.007346460917588185,14.285714285714285
llm,llama3-8b,prompt_only,USDSGD,10,9,0.008590103331408746,57.14285714285714
llm,llama3-8b,prompt_only,USDSGD,10,10,0.005626906692468377,50.0
llm,llama3-8b,prompt_only,USDSGD,10,11,0.004634334155085276,66.66666666666666
llm,llama3-8b,prompt_only,USDSGD,10,12,0.00835018538301403,75.0
llm,llama3-8b,prompt_only,USDSGD,10,13,0.009529220831941868,16.666666666666664
llm,llama3-8b,prompt_only,USDSGD,10,14,0.005979438155429738,75.0
llm,llama3-8b,prompt_only,USDSGD,10,15,0.009345049574957418,71.42857142857143
llm,llama3-8b,prompt_only,USDSGD,10,16,0.010885575176723275,57.14285714285714
llm,llama3-8b,prompt_only,USDSGD,10,17,0.006237053741183985,37.5
llm,llama3-8b,prompt_only,USDSGD,10,18,0.009888447611630713,66.66666666666666
llm,llama3-8b,prompt_only,USDSGD,10,19,0.010758033143696591,50.0
llm,llama3-8b,prompt_only,USDSGD,10,20,0.010668963272574664,16.666666666666664
llm,llama3-8b,prompt_only,USDSGD,10,21,0.006710109946311709,42.857142857142854
llm,llama3-8b,prompt_only,USDSGD,10,22,0.009252077224645737,66.66666666666666
llm,llama3-8b,prompt_only,USDSGD,10,23,0.003966773247447768,14.285714285714285
llm,llama3-8b,prompt_only,USDSGD,10,24,0.015431615939045226,25.0
llm,llama3-8b,prompt_only,USDSGD,10,25,0.01798712862358018,50.0
llm,llama3-8b,prompt_only,USDSGD,10,26,0.024296411055265546,50.0
llm,llama3-8b,prompt_only,USDSGD,10,27,0.012080559258752932,50.0
llm,llama3-8b,prompt_only,USDSGD,10,28,0.01134639308082478,37.5
llm,llama3-8b,prompt_only,USDSGD,10,29,0.011493106979412913,71.42857142857143
llm,llama3-8b,full_model,USDSGD,10,0,0.031158108599935407,50.0
llm,llama3-8b,full_model,USDSGD,10,1,0.01319849020453801,57.14285714285714
llm,llama3-8b,full_model,USDSGD,10,2,0.016494504371748,42.857142857142854
llm,llama3-8b,full_model,USDSGD,10,3,0.012001688605375,62.5
llm,llama3-8b,full_model,USDSGD,10,4,0.011209898563555863,66.66666666666666
llm,llama3-8b,full_model,USDSGD,10,5,0.007129779767487254,50.0
llm,llama3-8b,full_model,USDSGD,10,6,0.011733391549854533,16.666666666666664
llm,llama3-8b,full_model,USDSGD,10,7,0.005588766512861834,62.5
llm,llama3-8b,full_model,USDSGD,10,8,0.009564755064342638,57.14285714285714
llm,llama3-8b,full_model,USDSGD,10,9,0.012403140899269954,28.57142857142857
llm,llama3-8b,full_model,USDSGD,10,10,0.005179101008939811,50.0
llm,llama3-8b,full_model,USDSGD,10,11,0.005042942715030005,66.66666666666666
llm,llama3-8b,full_model,USDSGD,10,12,0.010510826369740173,87.5
llm,llama3-8b,full_model,USDSGD,10,13,0.011791276813966148,16.666666666666664
llm,llama3-8b,full_model,USDSGD,10,14,0.004325910912582229,62.5
llm,llama3-8b,full_model,USDSGD,10,15,0.007331115559330234,71.42857142857143
llm,llama3-8b,full_model,USDSGD,10,16,0.009678102728884934,57.14285714285714
llm,llama3-8b,full_model,USDSGD,10,17,0.006756177210781796,50.0
llm,llama3-8b,full_model,USDSGD,10,18,0.0076352660048904925,50.0
llm,llama3-8b,full_model,USDSGD,10,19,0.007905434783925467,37.5
llm,llama3-8b,full_model,USDSGD,10,20,0.01094469511387181,16.666666666666664
llm,llama3-8b,full_model,USDSGD,10,21,0.0069979136944838295,42.857142857142854
llm,llama3-8b,full_model,USDSGD,10,22,0.008015527567699592,83.33333333333334
llm,llama3-8b,full_model,USDSGD,10,23,0.0035580539680656826,57.14285714285714
llm,llama3-8b,full_model,USDSGD,10,24,0.017630668415353854,37.5
llm,llama3-8b,full_model,USDSGD,10,25,0.02073412909611752,50.0
llm,llama3-8b,full_model,USDSGD,10,26,0.029063162531416466,50.0
llm,llama3-8b,full_model,USDSGD,10,27,0.023752652750920904,66.66666666666666
llm,llama3-8b,full_model,USDSGD,10,28,0.003721164312229283,87.5
llm,llama3-8b,full_model,USDSGD,10,29,0.003958649907201747,85.71428571428571
llm,llama3-8b,baseline_llm,USDTWD,1,0,0.34738272552490557,0.0
llm,llama3-8b,baseline_llm,USDTWD,1,1,0.7776853721618657,0.0
llm,llama3-8b,baseline_llm,USDTWD,1,2,0.2915225616455075,100.0
llm,llama3-8b,baseline_llm,USDTWD,1,3,0.59493781890869,100.0
llm,llama3-8b,baseline_llm,USDTWD,1,4,0.38784381713867333,100.0
llm,llama3-8b,baseline_llm,USDTWD,1,5,0.538219441604614,100.0
llm,llama3-8b,baseline_llm,USDTWD,1,6,1.2480103263854971,0.0
llm,llama3-8b,baseline_llm,USDTWD,1,7,0.2105022201538027,100.0
llm,llama3-8b,baseline_llm,USDTWD,1,8,0.4072282487869252,0.0
llm,llama3-8b,baseline_llm,USDTWD,1,9,0.0645830814361581,100.0
llm,llama3-8b,baseline_llm,USDTWD,1,10,0.3591681615829465,0.0
llm,llama3-8b,baseline_llm,USDTWD,1,11,0.2731103530883736,100.0
llm,llama3-8b,baseline_llm,USDTWD,1,12,0.24738680114745648,100.0
llm,llama3-8b,baseline_llm,USDTWD,1,13,0.335009132194525,0.0
llm,llama3-8b,baseline_llm,USDTWD,1,14,0.4536048900604257,0.0
llm,llama3-8b,baseline_llm,USDTWD,1,15,0.4568008575439464,0.0
llm,llama3-8b,baseline_llm,USDTWD,1,16,0.15426378479003944,0.0
llm,llama3-8b,baseline_llm,USDTWD,1,17,1.0277818962097172,0.0
llm,llama3-8b,baseline_llm,USDTWD,1,18,1.1203117450714117,0.0
llm,llama3-8b,baseline_llm,USDTWD,1,19,0.01196554336547706,100.0
llm,llama3-8b,baseline_llm,USDTWD,1,20,0.611345185852052,0.0
llm,llama3-8b,baseline_llm,USDTWD,1,21,0.3561121459961001,100.0
llm,llama3-8b,baseline_llm,USDTWD,1,22,0.04128159942627008,0.0
llm,llama3-8b,baseline_llm,USDTWD,1,23,0.19526920166014605,0.0
llm,llama3-8b,baseline_llm,USDTWD,1,24,0.21256115970610878,0.0
llm,llama3-8b,baseline_llm,USDTWD,1,25,0.11046078701018658,100.0
llm,llama3-8b,baseline_llm,USDTWD,1,26,0.10703970890045866,100.0
llm,llama3-8b,baseline_llm,USDTWD,1,27,0.027859452056883782,0.0
llm,llama3-8b,baseline_llm,USDTWD,1,28,0.49862650756836047,100.0
llm,llama3-8b,baseline_llm,USDTWD,1,29,0.524970171737678,0.0
llm,llama3-8b,news_only,USDTWD,1,0,0.1968134677887008,0.0
llm,llama3-8b,news_only,USDTWD,1,1,0.5077598041534408,0.0
llm,llama3-8b,news_only,USDTWD,1,2,0.019380587768555557,100.0
llm,llama3-8b,news_only,USDTWD,1,3,0.7442975177764843,0.0
llm,llama3-8b,news_only,USDTWD,1,4,0.7711811386108387,100.0
llm,llama3-8b,news_only,USDTWD,1,5,0.2790653026580827,0.0
llm,llama3-8b,news_only,USDTWD,1,6,0.4368739643096937,0.0
llm,llama3-8b,news_only,USDTWD,1,7,0.6650265975952152,100.0
llm,llama3-8b,news_only,USDTWD,1,8,1.2751358573913585,0.0
llm,llama3-8b,news_only,USDTWD,1,9,0.26556780605316277,0.0
llm,llama3-8b,news_only,USDTWD,1,10,0.4118148839950564,0.0
llm,llama3-8b,news_only,USDTWD,1,11,0.08915509185790427,100.0
llm,llama3-8b,news_only,USDTWD,1,12,0.2425091995239228,100.0
llm,llama3-8b,news_only,USDTWD,1,13,0.27464422855377535,0.0
llm,llama3-8b,news_only,USDTWD,1,14,0.461252396202088,0.0
llm,llama3-8b,news_only,USDTWD,1,15,0.41063529663085774,0.0
llm,llama3-8b,news_only,USDTWD,1,16,0.6039927703857408,0.0
llm,llama3-8b,news_only,USDTWD,1,17,0.9644317756652825,0.0
llm,llama3-8b,news_only,USDTWD,1,18,0.7734152645111081,0.0
llm,llama3-8b,news_only,USDTWD,1,19,0.5162235702514657,100.0
llm,llama3-8b,news_only,USDTWD,1,20,0.6776795745849604,0.0
llm,llama3-8b,news_only,USDTWD,1,21,0.17944783935546127,0.0
llm,llama3-8b,news_only,USDTWD,1,22,0.12175111999511756,0.0
llm,llama3-8b,news_only,USDTWD,1,23,0.04255272598265947,100.0
llm,llama3-8b,news_only,USDTWD,1,24,0.1051851200103826,100.0
llm,llama3-8b,news_only,USDTWD,1,25,0.10811558494567208,100.0
llm,llama3-8b,news_only,USDTWD,1,26,0.02738040943145137,100.0
llm,llama3-8b,news_only,USDTWD,1,27,0.2562331047058102,0.0
llm,llama3-8b,news_only,USDTWD,1,28,0.5230131919860845,100.0
llm,llama3-8b,news_only,USDTWD,1,29,0.4827286621093805,0.0
llm,llama3-8b,prompt_only,USDTWD,1,0,0.6177896694183396,0.0
llm,llama3-8b,prompt_only,USDTWD,1,1,0.5077598041534408,0.0
llm,llama3-8b,prompt_only,USDTWD,1,2,0.4739618347167962,0.0
llm,llama3-8b,prompt_only,USDTWD,1,3,0.6860349887847867,0.0
llm,llama3-8b,prompt_only,USDTWD,1,4,0.19511273841857957,0.0
llm,llama3-8b,prompt_only,USDTWD,1,5,0.4309810966491696,0.0
llm,llama3-8b,prompt_only,USDTWD,1,6,0.0682395725250231,0.0
llm,llama3-8b,prompt_only,USDTWD,1,7,0.06490250854492885,100.0
llm,llama3-8b,prompt_only,USDTWD,1,8,0.46849834728240936,0.0
llm,llama3-8b,prompt_only,USDTWD,1,9,0.7656639587402339,0.0
llm,llama3-8b,prompt_only,USDTWD,1,10,0.14383317146301167,100.0
llm,llama3-8b,prompt_only,USDTWD,1,11,0.008814025115960078,100.0
llm,llama3-8b,prompt_only,USDTWD,1,12,0.04573281402587526,100.0
llm,llama3-8b,prompt_only,USDTWD,1,13,0.20189540596008726,0.0
llm,llama3-8b,prompt_only,USDTWD,1,14,0.15639715137481858,0.0
llm,llama3-8b,prompt_only,USDTWD,1,15,0.12570354309082177,0.0
llm,llama3-8b,prompt_only,USDTWD,1,16,0.02207256774902433,0.0
llm,llama3-8b,prompt_only,USDTWD,1,17,0.39575246124267593,0.0
llm,llama3-8b,prompt_only,USDTWD,1,18,0.049025738143921416,100.0
llm,llama3-8b,prompt_only,USDTWD,1,19,0.19425482673645078,100.0
llm,llama3-8b,prompt_only,USDTWD,1,20,0.2621876083374026,0.0
llm,llama3-8b,prompt_only,USDTWD,1,21,0.029047528076180384,100.0
llm,llama3-8b,prompt_only,USDTWD,1,22,0.461805065917968,0.0
llm,llama3-8b,prompt_only,USDTWD,1,23,0.042814035034172804,100.0
llm,llama3-8b,prompt_only,USDTWD,1,24,0.10998992424011789,100.0
llm,llama3-8b,prompt_only,USDTWD,1,25,0.1033107807159368,100.0
llm,llama3-8b,prompt_only,USDTWD,1,26,0.2729974256515426,0.0
llm,llama3-8b,prompt_only,USDTWD,1,27,0.25922830352783066,0.0
llm,llama3-8b,prompt_only,USDTWD,1,28,0.06981632156372442,100.0
llm,llama3-8b,prompt_only,USDTWD,1,29,0.3052908233642526,0.0
llm,llama3-8b,full_model,USDTWD,1,0,0.3412055252075241,0.0
llm,llama3-8b,full_model,USDTWD,1,1,0.7434763381958014,0.0
llm,llama3-8b,full_model,USDTWD,1,2,0.018234497070313438,100.0
llm,llama3-8b,full_model,USDTWD,1,3,0.6168769081115677,0.0
llm,llama3-8b,full_model,USDTWD,1,4,0.15604379196167173,0.0
llm,llama3-8b,full_model,USDTWD,1,5,0.1090594608306894,100.0
llm,llama3-8b,full_model,USDTWD,1,6,0.378483402252197,0.0
llm,llama3-8b,full_model,USDTWD,1,7,0.20690071716308012,100.0
llm,llama3-8b,full_model,USDTWD,1,8,0.481700899887084,0.0
llm,llama3-8b,full_model,USDTWD,1,9,1.011839184951782,0.0
llm,llama3-8b,full_model,USDTWD,1,10,0.12443701057433998,100.0
llm,llama3-8b,full_model,USDTWD,1,11,0.1386985839843824,0.0
llm,llama3-8b,full_model,USDTWD,1,12,0.09659923095702538,100.0
llm,llama3-8b,full_model,USDTWD,1,13,0.20189540596008726,0.0
llm,llama3-8b,full_model,USDTWD,1,14,0.16518465843200758,0.0
llm,llama3-8b,full_model,USDTWD,1,15,0.049742120361326414,0.0
llm,llama3-8b,full_model,USDTWD,1,16,0.48809671325683723,0.0
llm,llama3-8b,full_model,USDTWD,1,17,0.41008622589111354,0.0
llm,llama3-8b,full_model,USDTWD,1,18,0.27904419975280703,0.0
llm,llama3-8b,full_model,USDTWD,1,19,0.5167465297698968,100.0
llm,llama3-8b,full_model,USDTWD,1,20,0.028712763977051026,0.0
llm,llama3-8b,full_model,USDTWD,1,21,0.019745716857901385,100.0
llm,llama3-8b,full_model,USDTWD,1,22,0.25758396453857557,0.0
llm,llama3-8b,full_model,USDTWD,1,23,0.07268456573486759,100.0
llm,llama3-8b,full_model,USDTWD,1,24,0.1051851200103826,100.0
llm,llama3-8b,full_model,USDTWD,1,25,0.10811558494567208,100.0
llm,llama3-8b,full_model,USDTWD,1,26,0.06221524009703927,100.0
llm,llama3-8b,full_model,USDTWD,1,27,0.2557817733764658,0.0
llm,llama3-8b,full_model,USDTWD,1,28,0.0877084777831989,0.0
llm,llama3-8b,full_model,USDTWD,1,29,0.26460702667235836,0.0
llm,llama3-8b,baseline_llm,USDTWD,5,0,1.9614036743108545,33.33333333333333
llm,llama3-8b,baseline_llm,USDTWD,5,1,0.3637303007694215,50.0
llm,llama3-8b,baseline_llm,USDTWD,5,2,0.541055968117782,33.33333333333333
llm,llama3-8b,baseline_llm,USDTWD,5,3,0.48184639868255164,40.0
llm,llama3-8b,baseline_llm,USDTWD,5,4,0.5486918128326165,66.66666666666666
llm,llama3-8b,baseline_llm,USDTWD,5,5,0.4896736820183068,0.0
llm,llama3-8b,baseline_llm,USDTWD,5,6,0.7149434079778143,0.0
llm,llama3-8b,baseline_llm,USDTWD,5,7,0.44013054975522176,33.33333333333333
llm,llama3-8b,baseline_llm,USDTWD,5,8,0.6243424363397454,0.0
llm,llama3-8b,baseline_llm,USDTWD,5,9,0.5241568107493503,33.33333333333333
llm,llama3-8b,baseline_llm,USDTWD,5,10,0.4580124153018773,60.0
llm,llama3-8b,baseline_llm,USDTWD,5,11,0.3755462402694838,66.66666666666666
llm,llama3-8b,baseline_llm,USDTWD,5,12,0.42972874837414154,100.0
llm,llama3-8b,baseline_llm,USDTWD,5,13,0.3862413906124145,66.66666666666666
llm,llama3-8b,baseline_llm,USDTWD,5,14,0.08584625578309235,33.33333333333333
llm,llama3-8b,baseline_llm,USDTWD,5,15,0.1212776377911938,75.0
llm,llama3-8b,baseline_llm,USDTWD,5,16,0.41229713146201247,50.0
llm,llama3-8b,baseline_llm,USDTWD,5,17,0.28864812150520514,60.0
llm,llama3-8b,baseline_llm,USDTWD,5,18,0.5747642161339627,66.66666666666666
llm,llama3-8b,baseline_llm,USDTWD,5,19,0.5428207806490342,50.0
