currency,horizon,model,window_idx,explanation_len,news_grounding_rate,n_factors_cited,coherence_score,confidence_score,abs_pred_error,directional_accuracy
USDIDR,10,llama3-8b,0,61,0.5555555555555556,4,0.7,0.5,55.17653906249998,44.44444444444444
USDIDR,10,llama3-8b,1,67,0.5555555555555556,4,0.7,0.5,25.863760937500047,44.44444444444444
USDIDR,10,llama3-8b,2,61,0.5555555555555556,4,0.7,0.5,38.14366093750014,33.33333333333333
USDIDR,10,llama3-8b,3,61,0.5555555555555556,4,0.7,0.5,28.240610937499877,33.33333333333333
USDIDR,10,llama3-8b,4,62,0.5555555555555556,4,0.7,0.5,40.557691406249795,44.44444444444444
USDIDR,10,llama3-8b,5,61,0.5555555555555556,4,0.7,0.5,57.41829140624977,44.44444444444444
USDIDR,10,llama3-8b,6,61,0.5555555555555556,4,0.7,0.5,22.06172046874999,44.44444444444444
USDIDR,10,llama3-8b,7,61,0.5555555555555556,4,0.7,0.5,32.9267804687499,33.33333333333333
USDIDR,10,llama3-8b,8,61,0.5555555555555556,4,0.7,0.5,33.08758046874973,22.22222222222222
USDIDR,10,llama3-8b,9,62,0.5555555555555556,4,0.7,0.5,80.39351953125006,22.22222222222222
USDIDR,10,llama3-8b,10,59,0.6666666666666666,4,0.7,0.5,79.99351953125006,22.22222222222222
USDIDR,10,llama3-8b,11,61,0.5555555555555556,4,0.7,0.5,77.12728046875017,33.33333333333333
USDIDR,10,llama3-8b,12,61,0.5555555555555556,4,0.7,0.5,80.84650000000002,33.33333333333333
USDIDR,10,llama3-8b,13,61,0.5555555555555556,4,0.7,0.5,50.72638046874981,33.33333333333333
USDIDR,10,llama3-8b,14,62,0.5555555555555556,4,0.7,0.5,103.40169999999998,33.33333333333333
USDIDR,10,llama3-8b,15,64,0.6666666666666666,3,0.65,0.5,107.4524999999996,33.33333333333333
USDIDR,10,llama3-8b,16,61,0.5555555555555556,4,0.7,0.5,81.24800000000013,33.33333333333333
USDIDR,10,llama3-8b,17,61,0.5555555555555556,4,0.7,0.5,38.41574999999993,44.44444444444444
