currency,horizon,model,window_idx,explanation_len,news_grounding_rate,n_factors_cited,coherence_score,confidence_score,abs_pred_error,directional_accuracy
USDSGD,5,llama3-8b,0,62,0.5,4,0.7,0.5,0.0018240280151367472,25.0
USDSGD,5,llama3-8b,1,42,0.2,4,0.652,0.7,0.003038040924072316,50.0
USDSGD,5,llama3-8b,2,47,0.2,4,0.682,0.7,0.0019259757995605752,25.0
USDSGD,5,llama3-8b,3,52,0.2,4,0.7,0.7,0.0027100174713134972,25.0
USDSGD,5,llama3-8b,4,72,0.8,4,0.7,0.5,0.002108019638061487,50.0
USDSGD,5,llama3-8b,5,72,0.8,4,0.7,0.5,0.0014339835357664922,50.0
USDSGD,5,llama3-8b,6,72,0.8,4,0.7,0.5,0.005628001708984342,50.0
USDSGD,5,llama3-8b,7,48,0.2,3,0.688,0.7,0.0012799753952025927,50.0
USDSGD,5,llama3-8b,8,48,0.2,4,0.638,0.7,0.0019259917831421004,25.0
USDSGD,5,llama3-8b,9,43,0.2,3,0.558,0.7,0.0028459942626952728,25.0
USDSGD,5,llama3-8b,10,66,0.8,5,0.7,0.5,0.0036380051422118865,25.0
USDSGD,5,llama3-8b,11,42,0.2,4,0.652,0.7,0.004022002105712863,25.0
USDSGD,5,llama3-8b,12,43,0.2,3,0.558,0.7,0.0043120230484009255,50.0
USDSGD,5,llama3-8b,13,69,0.6,4,0.7,0.5,0.0037780084228515864,25.0
USDSGD,5,llama3-8b,14,72,0.8,4,0.7,0.5,0.007696030731201198,25.0
USDSGD,5,llama3-8b,15,72,0.8,4,0.7,0.5,0.007006031913757349,50.0
USDSGD,5,llama3-8b,16,47,0.2,4,0.682,0.7,0.003618040962219249,25.0
USDSGD,5,llama3-8b,17,47,0.2,4,0.682,0.7,0.004964028854370151,25.0
USDSGD,5,llama3-8b,18,47,0.2,3,0.682,0.7,0.0038660159301758144,50.0
USDSGD,5,llama3-8b,19,72,0.8,4,0.7,0.5,0.00301601215362548,25.0
USDSGD,5,qwen2.5-7b,0,55,0.2,3,0.65,0.7,0.0018240280151367472,25.0
USDSGD,5,qwen2.5-7b,1,56,0.2,3,0.65,0.7,0.003038040924072316,50.0
USDSGD,5,qwen2.5-7b,2,56,0.2,3,0.65,0.7,0.0019259757995605752,25.0
USDSGD,5,qwen2.5-7b,3,54,0.2,3,0.6,0.7,0.0027100174713134972,25.0
USDSGD,5,qwen2.5-7b,4,60,0.2,3,0.65,0.7,0.002108019638061487,50.0
USDSGD,5,qwen2.5-7b,5,54,0.2,4,0.6,0.7,0.0014339835357664922,50.0
USDSGD,5,qwen2.5-7b,6,49,0.2,3,0.644,0.7,0.005628001708984342,50.0
USDSGD,5,qwen2.5-7b,7,54,0.2,3,0.6,0.7,0.0012799753952025927,50.0
USDSGD,5,qwen2.5-7b,8,55,0.2,3,0.65,0.7,0.0019259917831421004,25.0
USDSGD,5,qwen2.5-7b,9,49,0.2,3,0.644,0.7,0.0028459942626952728,25.0
USDSGD,5,qwen2.5-7b,10,41,0.2,5,0.646,0.7,0.0036380051422118865,25.0
USDSGD,5,qwen2.5-7b,11,41,0.2,5,0.646,0.7,0.004022002105712863,25.0
USDSGD,5,qwen2.5-7b,12,49,0.2,3,0.644,0.7,0.0043120230484009255,50.0
USDSGD,5,qwen2.5-7b,13,56,0.2,3,0.65,0.7,0.0037780084228515864,25.0
USDSGD,5,qwen2.5-7b,14,36,0.3,5,0.566,0.7,0.007696030731201198,25.0
USDSGD,5,qwen2.5-7b,15,44,0.2,3,0.664,0.7,0.007006031913757349,50.0
USDSGD,5,qwen2.5-7b,16,59,0.2,3,0.65,0.7,0.003618040962219249,25.0
USDSGD,5,qwen2.5-7b,17,52,0.2,3,0.6,0.7,0.004964028854370151,25.0
USDSGD,5,qwen2.5-7b,18,44,0.2,3,0.664,0.7,0.0038660159301758144,50.0
USDSGD,5,qwen2.5-7b,19,33,0.3,5,0.548,0.7,0.00301601215362548,25.0
USDSGD,5,mistral-7b,0,36,0.2,4,0.616,0.7,0.0018240280151367472,25.0
USDSGD,5,mistral-7b,1,51,0.2,4,0.65,0.7,0.003038040924072316,50.0
USDSGD,5,mistral-7b,2,46,0.2,5,0.676,0.7,0.0019259757995605752,25.0
USDSGD,5,mistral-7b,3,46,0.2,4,0.676,0.7,0.0027100174713134972,25.0
USDSGD,5,mistral-7b,4,52,0.2,3,0.7,0.7,0.002108019638061487,50.0
USDSGD,5,mistral-7b,5,59,0.2,3,0.7,0.7,0.0014339835357664922,50.0
USDSGD,5,mistral-7b,6,50,0.2,4,0.7,0.7,0.005628001708984342,50.0
USDSGD,5,mistral-7b,7,56,0.2,4,0.7,0.7,0.0012799753952025927,50.0
USDSGD,5,mistral-7b,8,58,0.2,4,0.7,0.7,0.0019259917831421004,25.0
USDSGD,5,mistral-7b,9,44,0.2,4,0.664,0.7,0.0028459942626952728,25.0
USDSGD,5,mistral-7b,10,54,0.2,4,0.7,0.7,0.0036380051422118865,25.0
USDSGD,5,mistral-7b,11,47,0.2,4,0.682,0.7,0.004022002105712863,25.0
USDSGD,5,mistral-7b,12,47,0.2,4,0.682,0.7,0.0043120230484009255,50.0
USDSGD,5,mistral-7b,13,54,0.2,4,0.7,0.7,0.0037780084228515864,25.0
USDSGD,5,mistral-7b,14,53,0.2,5,0.7,0.7,0.007696030731201198,25.0
USDSGD,5,mistral-7b,15,53,0.2,5,0.7,0.7,0.007006031913757349,50.0
USDSGD,5,mistral-7b,16,69,0.2,4,0.7,0.7,0.003618040962219249,25.0
USDSGD,5,mistral-7b,17,47,0.2,4,0.682,0.7,0.004964028854370151,25.0
USDSGD,5,mistral-7b,18,54,0.2,4,0.7,0.7,0.0038660159301758144,50.0
USDSGD,5,mistral-7b,19,59,0.2,4,0.7,0.7,0.00301601215362548,25.0
