currency,horizon,model,window_idx,explanation_len,news_grounding_rate,n_factors_cited,coherence_score,confidence_score,abs_pred_error,directional_accuracy
USDAUD,10,llama3-8b,0,52,0.5,5,0.7,0.5,0.002921189403533875,33.33333333333333
USDAUD,10,llama3-8b,1,59,0.5,4,0.7,0.5,0.003984192390441854,44.44444444444444
USDAUD,10,llama3-8b,2,52,0.5,5,0.7,0.5,0.005028096637725854,33.33333333333333
USDAUD,10,llama3-8b,3,52,0.5,5,0.7,0.5,0.010694504661560056,33.33333333333333
USDAUD,10,llama3-8b,4,52,0.5,5,0.7,0.5,0.006937907657623277,33.33333333333333
USDAUD,10,llama3-8b,5,52,0.5,5,0.7,0.5,0.009108906364440927,22.22222222222222
USDAUD,10,llama3-8b,6,52,0.5,5,0.7,0.5,0.013103704471588151,11.11111111111111
USDAUD,10,llama3-8b,7,34,0.2,4,0.504,0.8,0.015641706523895273,22.22222222222222
USDAUD,10,llama3-8b,8,52,0.5,5,0.7,0.5,0.017991212234497088,22.22222222222222
USDAUD,10,llama3-8b,9,52,0.5,5,0.7,0.5,0.02087751737594603,22.22222222222222
USDAUD,10,llama3-8b,10,52,0.5,5,0.7,0.5,0.017782811317443838,22.22222222222222
USDAUD,10,llama3-8b,11,52,0.5,5,0.7,0.5,0.02764660888671875,22.22222222222222
USDAUD,10,llama3-8b,12,52,0.5,5,0.7,0.5,0.021951704978942877,22.22222222222222
USDAUD,10,llama3-8b,13,54,0.5,5,0.7,0.5,0.009212707824707156,22.22222222222222
USDAUD,10,llama3-8b,14,52,0.5,5,0.7,0.5,0.005693709659576496,33.33333333333333
USDAUD,10,llama3-8b,15,52,0.5,5,0.7,0.5,0.00725690952301028,44.44444444444444
USDAUD,10,llama3-8b,16,51,0.5,5,0.7,0.5,0.010235016460418644,44.44444444444444
USDAUD,10,llama3-8b,17,52,0.5,5,0.7,0.5,0.010873001327514698,44.44444444444444
USDAUD,10,llama3-8b,18,52,0.5,5,0.7,0.5,0.0187768166351318,55.55555555555556
USDAUD,10,llama3-8b,19,52,0.5,5,0.7,0.5,0.027569816169738658,44.44444444444444
USDAUD,10,qwen2.5-7b,0,49,0.2,3,0.794,0.7,0.002921189403533875,33.33333333333333
USDAUD,10,qwen2.5-7b,1,39,0.2,4,0.734,0.7,0.003984192390441854,44.44444444444444
USDAUD,10,qwen2.5-7b,2,39,0.2,3,0.684,0.7,0.005028096637725854,33.33333333333333
USDAUD,10,qwen2.5-7b,3,39,0.2,3,0.684,0.7,0.010694504661560056,33.33333333333333
USDAUD,10,qwen2.5-7b,4,50,0.2,4,0.8,0.7,0.006937907657623277,33.33333333333333
USDAUD,10,qwen2.5-7b,5,50,0.2,4,0.8,0.7,0.009108906364440927,22.22222222222222
USDAUD,10,qwen2.5-7b,6,49,0.2,3,0.794,0.7,0.013103704471588151,11.11111111111111
USDAUD,10,qwen2.5-7b,7,47,0.2,4,0.782,0.7,0.015641706523895273,22.22222222222222
USDAUD,10,qwen2.5-7b,8,39,0.2,4,0.734,0.7,0.017991212234497088,22.22222222222222
USDAUD,10,qwen2.5-7b,9,39,0.2,3,0.684,0.7,0.02087751737594603,22.22222222222222
USDAUD,10,qwen2.5-7b,10,40,0.2,4,0.74,0.7,0.017782811317443838,22.22222222222222
USDAUD,10,qwen2.5-7b,11,49,0.2,3,0.794,0.7,0.02764660888671875,22.22222222222222
USDAUD,10,qwen2.5-7b,12,49,0.2,3,0.794,0.7,0.021951704978942877,22.22222222222222
USDAUD,10,qwen2.5-7b,13,51,0.2,3,0.75,0.7,0.009212707824707156,22.22222222222222
USDAUD,10,qwen2.5-7b,14,40,0.2,4,0.74,0.7,0.005693709659576496,33.33333333333333
USDAUD,10,qwen2.5-7b,15,40,0.2,4,0.74,0.7,0.00725690952301028,44.44444444444444
USDAUD,10,qwen2.5-7b,16,40,0.2,3,0.69,0.7,0.010235016460418644,44.44444444444444
USDAUD,10,qwen2.5-7b,17,49,0.2,3,0.794,0.7,0.010873001327514698,44.44444444444444
USDAUD,10,qwen2.5-7b,18,49,0.2,3,0.794,0.7,0.0187768166351318,55.55555555555556
USDAUD,10,qwen2.5-7b,19,43,0.2,3,0.508,0.7,0.027569816169738658,44.44444444444444
USDAUD,10,mistral-7b,0,32,0.1,3,0.442,0.7,0.002921189403533875,33.33333333333333
USDAUD,10,mistral-7b,1,34,0.1,5,0.604,0.7,0.003984192390441854,44.44444444444444
USDAUD,10,mistral-7b,2,31,0.2,4,0.586,0.7,0.005028096637725854,33.33333333333333
USDAUD,10,mistral-7b,3,33,0.1,5,0.598,0.7,0.010694504661560056,33.33333333333333
USDAUD,10,mistral-7b,4,35,0.1,4,0.61,0.7,0.006937907657623277,33.33333333333333
USDAUD,10,mistral-7b,5,29,0.2,4,0.574,0.7,0.009108906364440927,22.22222222222222
USDAUD,10,mistral-7b,6,31,0.2,4,0.486,0.7,0.013103704471588151,11.11111111111111
USDAUD,10,mistral-7b,7,28,0.1,3,0.418,0.7,0.015641706523895273,22.22222222222222
USDAUD,10,mistral-7b,8,43,0.2,2,0.458,0.7,0.017991212234497088,22.22222222222222
USDAUD,10,mistral-7b,9,29,0.1,5,0.574,0.7,0.02087751737594603,22.22222222222222
USDAUD,10,mistral-7b,10,30,0.2,3,0.43,0.7,0.017782811317443838,22.22222222222222
USDAUD,10,mistral-7b,11,46,0.2,3,0.526,0.7,0.02764660888671875,22.22222222222222
USDAUD,10,mistral-7b,12,28,0.1,4,0.468,0.7,0.021951704978942877,22.22222222222222
USDAUD,10,mistral-7b,13,44,0.2,4,0.564,0.7,0.009212707824707156,22.22222222222222
USDAUD,10,mistral-7b,14,30,0.1,5,0.58,0.7,0.005693709659576496,33.33333333333333
USDAUD,10,mistral-7b,15,30,0.2,3,0.43,0.7,0.00725690952301028,44.44444444444444
USDAUD,10,mistral-7b,16,34,0.2,4,0.604,0.7,0.010235016460418644,44.44444444444444
USDAUD,10,mistral-7b,17,34,0.2,4,0.554,0.7,0.010873001327514698,44.44444444444444
USDAUD,10,mistral-7b,18,30,0.1,5,0.58,0.7,0.0187768166351318,55.55555555555556
USDAUD,10,mistral-7b,19,48,0.2,4,0.638,0.7,0.028659816169738693,44.44444444444444
