currency,horizon,model,rmse,mae,mape,da,type,config,news,prompt,n_windows
USDSGD,5,llama3-8b,0.011200863979152577,0.008849609349807117,0.6895065396304056,49.94444444444444,llm,baseline_llm,False,tsfl_zero,30.0
USDSGD,5,llama3-8b,0.012944906294145315,0.010434418829520578,0.8136047601123106,53.61111111111111,llm,news_only,True,tsfl_zero,30.0
USDSGD,5,llama3-8b,0.010221467182564122,0.008056283298492454,0.6279421807538667,55.5,llm,prompt_only,False,tsfl_few,30.0
USDSGD,5,llama3-8b,0.01009281097249572,0.008074528286139197,0.6296817709435796,59.44444444444445,llm,full_model,True,tsfl_few,30.0
USDSGD,10,llama3-8b,0.01271170061346098,0.009917078356623667,0.7728496337410263,52.46031746031746,llm,baseline_llm,False,tsfl_zero,30.0
USDSGD,10,llama3-8b,0.013492073631013311,0.010581001511454611,0.8250459534749861,54.18650793650794,llm,news_only,True,tsfl_zero,30.0
USDSGD,10,llama3-8b,0.011640425433556251,0.009597203662474978,0.7480936323463929,50.39682539682539,llm,prompt_only,False,tsfl_few,30.0
USDSGD,10,llama3-8b,0.013179498652453476,0.010038827057083475,0.7832535316479174,54.02777777777778,llm,full_model,True,tsfl_few,30.0
USDTWD,1,llama3-8b,0.504559523730258,0.3997614899571734,1.3092848842510707,65.0,llm,baseline_llm,False,tsfl_zero,30.0
USDTWD,1,llama3-8b,0.510218480082165,0.4144421284929905,1.3559448170903847,55.0,llm,news_only,True,tsfl_zero,30.0
USDTWD,1,llama3-8b,0.3276973344204034,0.2512971346855161,0.8266586648396419,55.0,llm,prompt_only,False,tsfl_few,30.0
USDTWD,1,llama3-8b,0.348170691159499,0.2598897212855016,0.8528717023047635,55.0,llm,full_model,True,tsfl_few,30.0
USDTWD,5,llama3-8b,0.5475877989739688,0.38688712274042786,1.2713452618769332,50.5,llm,baseline_llm,False,tsfl_zero,30.0
USDTWD,5,llama3-8b,0.5200889570885582,0.36873870359675076,1.2138250292576112,54.22222222222222,llm,news_only,True,tsfl_zero,30.0
USDTWD,5,llama3-8b,0.36581511520021,0.2913453313865668,0.9559889449338576,50.5,llm,prompt_only,False,tsfl_few,30.0
USDTWD,5,llama3-8b,0.34744107751129777,0.28431855898030634,0.9327787809165206,47.666666666666664,llm,full_model,True,tsfl_few,30.0
USDTWD,10,llama3-8b,0.6239159683747223,0.43292616082636537,1.4258810010917249,52.8968253968254,llm,baseline_llm,False,tsfl_zero,30.0
USDTWD,10,llama3-8b,0.7837869561645783,0.5251374499422714,1.7334234145285894,51.785714285714285,llm,news_only,True,tsfl_zero,30.0
USDTWD,10,llama3-8b,0.5238093462810011,0.37417259080950455,1.2346505159308983,52.32142857142856,llm,prompt_only,False,tsfl_few,30.0
USDTWD,10,llama3-8b,0.5001216529709747,0.35836386563491907,1.1807594177765381,52.16269841269841,llm,full_model,True,tsfl_few,30.0
USDAUD,1,llama3-8b,0.026667471153234694,0.0223373626919587,1.4945547017502907,47.61904761904762,llm,baseline_llm,False,tsfl_zero,30.0
USDAUD,1,llama3-8b,0.030312487436427643,0.027072929613987558,1.8125702952789011,38.095238095238095,llm,news_only,True,tsfl_zero,30.0
USDAUD,1,llama3-8b,0.025289012068614964,0.018831841854254388,1.2729724555070998,52.38095238095238,llm,prompt_only,False,tsfl_few,30.0
USDAUD,1,llama3-8b,0.023259339016976854,0.01805886548240978,1.222188499155562,61.904761904761905,llm,full_model,True,tsfl_few,30.0
USDAUD,5,llama3-8b,0.030191844957424108,0.022744417285601278,1.5294098032814456,54.666666666666664,llm,baseline_llm,False,tsfl_zero,30.0
USDAUD,5,llama3-8b,0.032864820994233566,0.025950088533401448,1.744886325630026,56.16666666666667,llm,news_only,True,tsfl_zero,30.0
USDAUD,5,llama3-8b,0.025346455389858812,0.018632734034220354,1.2562131039894389,51.888888888888886,llm,prompt_only,False,tsfl_few,30.0
USDAUD,5,llama3-8b,0.026323717570023383,0.01941782174340882,1.3100793462783071,47.833333333333336,llm,full_model,True,tsfl_few,30.0
USDAUD,10,llama3-8b,0.02989022366969655,0.023806528393626212,1.5989805684349614,52.579365079365076,llm,baseline_llm,False,tsfl_zero,30.0
USDAUD,10,llama3-8b,0.03580663271401509,0.027540394900123256,1.8531300924174765,51.13095238095238,llm,news_only,True,tsfl_zero,30.0
USDAUD,10,llama3-8b,0.03220296870079469,0.023450263280868522,1.58654830613621,55.198412698412696,llm,prompt_only,False,tsfl_few,30.0
USDAUD,10,llama3-8b,0.03355847744089211,0.02413267664436498,1.6341176116634315,55.15873015873015,llm,full_model,True,tsfl_few,30.0
USDIDR,1,qwen2.5-7b,103.52915571650045,62.490305937500004,0.37933616190699665,61.904761904761905,llm,baseline_llm,False,tsfl_zero,30.0
USDIDR,1,qwen2.5-7b,105.48221250015081,67.82079227864591,0.4111154750810458,47.61904761904762,llm,news_only,True,tsfl_zero,30.0
USDIDR,1,qwen2.5-7b,97.07981343911813,57.35740710937504,0.3483561172196218,61.904761904761905,llm,prompt_only,False,tsfl_few,30.0
USDIDR,1,qwen2.5-7b,90.96762094112555,52.713326634114736,0.32040613756123576,76.19047619047619,llm,full_model,True,tsfl_few,30.0
USDIDR,5,qwen2.5-7b,127.34087630125974,95.95629582552087,0.5809109970732547,50.49999999999999,llm,baseline_llm,False,tsfl_zero,30.0
USDIDR,5,qwen2.5-7b,140.47644097901417,102.9360370794271,0.6242559417071907,51.166666666666664,llm,news_only,True,tsfl_zero,30.0
USDIDR,5,qwen2.5-7b,177.32681414270965,131.5204758873698,0.7965010332851019,49.833333333333336,llm,prompt_only,False,tsfl_few,30.0
USDIDR,5,qwen2.5-7b,157.5532021756532,118.32056291927088,0.7169146906306549,48.88888888888889,llm,full_model,True,tsfl_few,30.0
USDIDR,10,qwen2.5-7b,180.22047923517673,135.09120289355468,0.819913778003254,51.84126984126984,llm,baseline_llm,False,tsfl_zero,30.0
USDIDR,10,qwen2.5-7b,179.23817890751803,137.56508254296875,0.8336324286772356,55.757936507936506,llm,news_only,True,tsfl_zero,30.0
USDIDR,10,qwen2.5-7b,187.46487946994387,151.16604100553388,0.9143457344113898,50.67857142857143,llm,prompt_only,False,tsfl_few,30.0
USDIDR,10,qwen2.5-7b,197.68351105910997,153.34491034537766,0.9264915548408624,49.706349206349195,llm,full_model,True,tsfl_few,30.0
USDEUR,1,qwen2.5-7b,0.007177402194655319,0.0052428572030862155,0.6134597847602083,42.857142857142854,llm,baseline_llm,False,tsfl_zero,30.0
USDEUR,1,qwen2.5-7b,0.01899520247227671,0.015897965950965882,1.8597080215992292,47.61904761904762,llm,news_only,True,tsfl_zero,30.0
USDEUR,1,qwen2.5-7b,0.00467179934735533,0.003362162527243295,0.3924952977438946,66.66666666666667,llm,prompt_only,False,tsfl_few,30.0
USDEUR,1,qwen2.5-7b,0.008112125693339928,0.0052128909718990426,0.6098649352435701,61.904761904761905,llm,full_model,True,tsfl_few,30.0
USDEUR,5,qwen2.5-7b,0.008220659998887473,0.005972232727567354,0.697910084049122,50.27777777777778,llm,baseline_llm,False,tsfl_zero,30.0
USDEUR,5,qwen2.5-7b,0.014432755807765029,0.011783091620763143,1.376000620548932,50.00000000000001,llm,news_only,True,tsfl_zero,30.0
USDEUR,5,qwen2.5-7b,0.008975158594262119,0.006941879132191341,0.8092691445145123,48.833333333333336,llm,prompt_only,False,tsfl_few,30.0
USDEUR,5,qwen2.5-7b,0.011042218258315438,0.007957307893951734,0.9273422684170092,42.888888888888886,llm,full_model,True,tsfl_few,30.0
USDEUR,10,qwen2.5-7b,0.012431397141702737,0.010389880972564223,1.2118878848713348,55.297619047619044,llm,baseline_llm,False,tsfl_zero,30.0
USDEUR,10,qwen2.5-7b,0.014877084340317197,0.011800719646573067,1.376839844575504,49.226190476190474,llm,news_only,True,tsfl_zero,30.0
USDEUR,10,qwen2.5-7b,0.0115538013862197,0.00916001020614306,1.0664142038479776,57.28174603174603,llm,prompt_only,False,tsfl_few,30.0
USDEUR,10,qwen2.5-7b,0.01182163447150709,0.009442583706458408,1.1015108052982563,58.333333333333336,llm,full_model,True,tsfl_few,30.0
USDSGD,1,qwen2.5-7b,0.004128460960579301,0.00325519144296648,0.25376223661610936,47.61904761904762,llm,baseline_llm,False,tsfl_zero,30.0
USDSGD,1,qwen2.5-7b,0.00778058068231423,0.006229473458131185,0.48656715413615703,42.857142857142854,llm,news_only,True,tsfl_zero,30.0
USDSGD,1,qwen2.5-7b,0.004962438157694261,0.002837671690781929,0.22168439724950126,52.38095238095238,llm,prompt_only,False,tsfl_few,30.0
USDSGD,1,qwen2.5-7b,0.0057168898151657025,0.0033815747400125274,0.2643438468688799,52.38095238095238,llm,full_model,True,tsfl_few,30.0
USDSGD,5,qwen2.5-7b,0.008598016678176858,0.006689026340484632,0.5215323207277595,53.722222222222214,llm,baseline_llm,False,tsfl_zero,30.0
USDSGD,5,qwen2.5-7b,0.010993165399022101,0.009067937567154601,0.7074397277401551,48.27777777777778,llm,news_only,True,tsfl_zero,30.0
USDSGD,5,qwen2.5-7b,0.007938885548214175,0.005992985947847375,0.46688699725426863,58.72222222222221,llm,prompt_only,False,tsfl_few,30.0
USDSGD,5,qwen2.5-7b,0.008384437222753838,0.006760799197832767,0.5270689232382441,51.777777777777786,llm,full_model,True,tsfl_few,30.0
USDSGD,10,qwen2.5-7b,0.01149172864011807,0.008831446315328322,0.6890337664774349,55.5952380952381,llm,baseline_llm,False,tsfl_zero,30.0
USDSGD,10,qwen2.5-7b,0.011941423195453247,0.009219969204704002,0.718829206185351,53.76984126984127,llm,news_only,True,tsfl_zero,30.0
USDSGD,10,qwen2.5-7b,0.011099537716160141,0.008687702141364429,0.6763181812318828,53.01587301587302,llm,prompt_only,False,tsfl_few,30.0
USDSGD,10,qwen2.5-7b,0.010715042959320645,0.008219475565155357,0.640192791354152,54.6031746031746,llm,full_model,True,tsfl_few,30.0
USDTWD,1,qwen2.5-7b,0.1611984580556147,0.1059453558222445,0.3485253148218938,70.0,llm,baseline_llm,False,tsfl_zero,30.0
USDTWD,1,qwen2.5-7b,0.20944754611293756,0.14116928499857526,0.4637605621596411,70.0,llm,news_only,True,tsfl_zero,30.0
USDTWD,1,qwen2.5-7b,0.16891439013660484,0.13235915824254435,0.43002873259423097,50.0,llm,prompt_only,False,tsfl_few,30.0
