currency,horizon,model,window_idx,explanation_len,news_grounding_rate,n_factors_cited,coherence_score,confidence_score,abs_pred_error,directional_accuracy
USDEUR,1,llama3-8b,0,44,0.3,3,0.614,0.8,0.0006699788093568193,
USDEUR,1,llama3-8b,1,51,0.3,2,0.5,0.8,0.007490021514892531,
USDEUR,1,llama3-8b,2,66,0.9,2,0.55,0.5,0.005110010623932015,
USDEUR,1,llama3-8b,3,41,0.3,3,0.546,0.8,0.001189989376067957,
USDEUR,1,llama3-8b,4,41,0.3,3,0.546,0.7,0.00088998937606799,
USDEUR,1,llama3-8b,5,51,0.3,2,0.5,0.8,0.003479974937439012,
USDEUR,1,llama3-8b,6,68,0.9,2,0.6,0.5,0.0035400068283080177,
USDEUR,1,llama3-8b,7,68,0.9,2,0.6,0.5,0.00043998346328733007,
USDEUR,1,llama3-8b,8,62,0.9,2,0.55,0.5,0.00028001117706299983,
USDEUR,1,llama3-8b,9,34,0.3,3,0.454,0.8,0.00020000581741319579,
USDEUR,1,llama3-8b,10,41,0.3,3,0.546,0.8,0.001099994182586772,
USDEUR,1,llama3-8b,11,68,0.9,2,0.6,0.5,0.0008999941825867941,
USDEUR,1,llama3-8b,12,68,0.9,2,0.6,0.5,0.0007500288963318003,
USDEUR,1,llama3-8b,13,68,0.9,2,0.6,0.5,0.0038399791717528275,
USDEUR,1,llama3-8b,14,44,0.3,3,0.614,0.8,0.004870005607604977,
USDEUR,1,llama3-8b,15,45,0.3,1,0.42,0.8,0.007550020408630398,
USDEUR,1,llama3-8b,16,62,0.9,2,0.55,0.5,0.0008399902343749766,
USDEUR,1,llama3-8b,17,68,0.9,2,0.6,0.5,0.0009399902343749655,
USDEUR,1,llama3-8b,18,63,0.8,2,0.55,0.5,0.0009399902343749655,
USDEUR,1,llama3-8b,19,69,0.8,2,0.55,0.5,0.0003800045967101706,
USDEUR,1,qwen2.5-7b,0,38,0.2,2,0.528,0.7,3.0021190643214624e-05,
USDEUR,1,qwen2.5-7b,1,32,0.2,3,0.492,0.7,0.007190021514892564,
USDEUR,1,qwen2.5-7b,2,38,0.2,2,0.528,0.7,0.005410010623931982,
USDEUR,1,qwen2.5-7b,3,34,0.2,3,0.604,0.7,0.00088998937606799,
USDEUR,1,qwen2.5-7b,4,40,0.2,3,0.64,0.7,0.00088998937606799,
USDEUR,1,qwen2.5-7b,5,33,0.2,3,0.598,0.7,0.003779974937438979,
USDEUR,1,qwen2.5-7b,6,35,0.2,3,0.61,0.7,0.0035400068283080177,
USDEUR,1,qwen2.5-7b,7,34,0.2,3,0.604,0.7,0.00043998346328733007,
USDEUR,1,qwen2.5-7b,8,35,0.2,3,0.61,0.7,0.0006800111770629558,
USDEUR,1,qwen2.5-7b,9,31,0.2,3,0.486,0.7,0.0007000058174132517,
USDEUR,1,qwen2.5-7b,10,31,0.2,3,0.486,0.7,0.0008999941825867941,
USDEUR,1,qwen2.5-7b,11,49,0.3,3,0.744,0.7,0.0008999941825867941,
USDEUR,1,qwen2.5-7b,12,31,0.2,3,0.486,0.7,0.0007500288963318003,
USDEUR,1,qwen2.5-7b,13,34,0.2,3,0.604,0.7,0.0038399791717528275,
USDEUR,1,qwen2.5-7b,14,29,0.2,3,0.574,0.7,0.003670005607604998,
USDEUR,1,qwen2.5-7b,15,31,0.2,3,0.486,0.7,0.008650020408630388,
USDEUR,1,qwen2.5-7b,16,30,0.2,3,0.48,0.7,0.008539990234375017,
USDEUR,1,qwen2.5-7b,17,36,0.2,2,0.516,0.7,0.0009399902343749655,
USDEUR,1,qwen2.5-7b,18,32,0.2,3,0.592,0.7,0.0009399902343749655,
USDEUR,1,qwen2.5-7b,19,36,0.2,2,0.516,0.7,0.0003800045967101706,
USDEUR,1,mistral-7b,0,45,0.2,2,0.52,0.7,0.00046997880935684133,
USDEUR,1,mistral-7b,1,44,0.2,2,0.614,0.7,0.00769002151489262,
USDEUR,1,mistral-7b,2,44,0.2,2,0.614,0.75,0.005110010623932015,
USDEUR,1,mistral-7b,3,44,0.2,2,0.614,0.8,0.001389989376068046,
USDEUR,1,mistral-7b,4,44,0.2,2,0.614,0.7,0.001389989376068046,
USDEUR,1,mistral-7b,5,44,0.2,2,0.614,0.8,0.003279974937438923,
USDEUR,1,mistral-7b,6,46,0.2,2,0.626,0.75,0.0038400068283079847,
USDEUR,1,mistral-7b,7,49,0.2,3,0.694,0.8,0.000839983463287397,
USDEUR,1,mistral-7b,8,46,0.2,2,0.626,0.75,0.00028001117706299983,
USDEUR,1,mistral-7b,9,44,0.2,2,0.614,0.7,0.00040000581741317376,
USDEUR,1,mistral-7b,10,44,0.2,2,0.614,0.8,0.001599994182586828,
USDEUR,1,mistral-7b,11,44,0.2,2,0.614,0.75,0.001599994182586828,
USDEUR,1,mistral-7b,12,45,0.2,2,0.62,0.75,0.0014500288963318342,
USDEUR,1,mistral-7b,13,46,0.2,2,0.626,0.75,0.0033399791717527716,
USDEUR,1,mistral-7b,14,45,0.2,2,0.62,0.75,0.004870005607604977,
USDEUR,1,mistral-7b,15,46,0.2,2,0.626,0.75,0.007150020408630331,
USDEUR,1,mistral-7b,16,49,0.2,2,0.544,0.7,0.0012399902343750435,
USDEUR,1,mistral-7b,17,44,0.2,2,0.614,0.8,0.0017399902343749885,
USDEUR,1,mistral-7b,18,46,0.2,2,0.526,0.8,0.0014399902343750215,
USDEUR,1,mistral-7b,19,45,0.2,2,0.62,0.8,0.0011800045967101935,
