currency,horizon,model,window_idx,explanation_len,news_grounding_rate,n_factors_cited,coherence_score,confidence_score,abs_pred_error,directional_accuracy
USDIDR,1,llama3-8b,0,51,0.5555555555555556,3,0.55,0.5,15.723500000000058,
USDIDR,1,llama3-8b,1,51,0.4444444444444444,3,0.65,0.5,15.723500000000058,
USDIDR,1,llama3-8b,2,52,0.4444444444444444,3,0.7,0.5,63.37610937499994,
USDIDR,1,llama3-8b,3,51,0.4444444444444444,3,0.65,0.5,34.40220000000045,
USDIDR,1,llama3-8b,4,43,0.1111111111111111,3,0.658,0.5,15.601000000000568,
USDIDR,1,llama3-8b,5,53,0.4444444444444444,3,0.7,0.5,33.17200000000048,
USDIDR,1,llama3-8b,6,45,0.5555555555555556,2,0.47,0.5,15.877000000000407,
USDIDR,1,llama3-8b,7,47,0.5555555555555556,4,0.582,0.5,15.877000000000407,
USDIDR,1,llama3-8b,8,66,0.7777777777777778,4,0.7,0.5,35.34560000000056,
USDIDR,1,llama3-8b,9,45,0.5555555555555556,2,0.47,0.5,44.87700000000041,
USDIDR,1,llama3-8b,10,52,0.4444444444444444,3,0.7,0.5,81.95180468750004,
USDIDR,1,llama3-8b,11,45,0.5555555555555556,4,0.57,0.5,6.745600000000195,
USDIDR,1,llama3-8b,12,60,0.7777777777777778,3,0.65,0.5,34.95499999999993,
USDIDR,1,llama3-8b,13,54,0.5555555555555556,3,0.55,0.5,47.435999999999694,
USDIDR,1,llama3-8b,14,60,0.7777777777777778,3,0.65,0.5,15.904500000000553,
USDIDR,1,llama3-8b,15,58,0.4444444444444444,4,0.7,0.5,15.904500000000553,
USDIDR,1,llama3-8b,16,62,0.5555555555555556,3,0.55,0.5,39.40450000000055,
USDIDR,1,llama3-8b,17,58,0.5555555555555556,4,0.6,0.5,21.119000000000597,
USDIDR,1,llama3-8b,18,51,0.4444444444444444,3,0.65,0.5,41.618195312499665,
USDIDR,1,llama3-8b,19,51,0.4444444444444444,3,0.65,0.5,90.00809531249979,
USDIDR,1,qwen2.5-7b,0,36,0.2222222222222222,4,0.566,0.7,15.723500000000058,
USDIDR,1,qwen2.5-7b,1,36,0.2222222222222222,3,0.466,0.7,15.723500000000058,
USDIDR,1,qwen2.5-7b,2,36,0.2222222222222222,3,0.516,0.7,63.37610937499994,
USDIDR,1,qwen2.5-7b,3,37,0.2222222222222222,4,0.522,0.7,34.40220000000045,
USDIDR,1,qwen2.5-7b,4,36,0.2222222222222222,4,0.516,0.7,28.21600000000035,
USDIDR,1,qwen2.5-7b,5,33,0.2222222222222222,4,0.498,0.7,33.17200000000048,
USDIDR,1,qwen2.5-7b,6,32,0.2222222222222222,3,0.342,0.7,15.877000000000407,
USDIDR,1,qwen2.5-7b,7,39,0.2222222222222222,2,0.434,0.7,15.877000000000407,
USDIDR,1,qwen2.5-7b,8,36,0.2222222222222222,3,0.466,0.7,15.877000000000407,
USDIDR,1,qwen2.5-7b,9,36,0.2222222222222222,3,0.466,0.7,44.87700000000041,
USDIDR,1,qwen2.5-7b,10,29,0.2222222222222222,2,0.374,0.7,81.95180468750004,
USDIDR,1,qwen2.5-7b,11,32,0.2222222222222222,3,0.342,0.7,6.745600000000195,
USDIDR,1,qwen2.5-7b,12,38,0.2222222222222222,3,0.478,0.7,34.95499999999993,
USDIDR,1,qwen2.5-7b,13,33,0.2222222222222222,4,0.498,0.7,47.435999999999694,
USDIDR,1,qwen2.5-7b,14,36,0.2222222222222222,4,0.566,0.7,15.904500000000553,
USDIDR,1,qwen2.5-7b,15,37,0.2222222222222222,4,0.522,0.7,15.904500000000553,
USDIDR,1,qwen2.5-7b,16,37,0.2222222222222222,4,0.572,0.7,39.40450000000055,
USDIDR,1,qwen2.5-7b,17,36,0.2222222222222222,3,0.466,0.7,21.119000000000597,
USDIDR,1,qwen2.5-7b,18,36,0.2222222222222222,3,0.466,0.7,41.618195312499665,
USDIDR,1,qwen2.5-7b,19,36,0.2222222222222222,3,0.466,0.7,90.00809531249979,
USDIDR,1,mistral-7b,0,37,0.2222222222222222,4,0.622,0.7,21.6234000000004,
USDIDR,1,mistral-7b,1,42,0.2222222222222222,3,0.602,0.7,22.178900000000795,
USDIDR,1,mistral-7b,2,44,0.2222222222222222,3,0.614,0.7,57.4762093749996,
USDIDR,1,mistral-7b,3,37,0.2222222222222222,3,0.572,0.65,41.67879999999968,
USDIDR,1,mistral-7b,4,42,0.2222222222222222,3,0.602,0.65,17.432800000000498,
USDIDR,1,mistral-7b,5,31,0.2222222222222222,3,0.486,0.65,26.76549999999952,
USDIDR,1,mistral-7b,6,32,0.2222222222222222,2,0.392,0.7,23.0,
USDIDR,1,mistral-7b,7,32,0.2222222222222222,3,0.492,0.7,23.0,
USDIDR,1,mistral-7b,8,28,0.2222222222222222,3,0.418,0.65,23.0,
USDIDR,1,mistral-7b,9,31,0.2222222222222222,3,0.486,0.65,52.0,
USDIDR,1,mistral-7b,10,31,0.2222222222222222,3,0.486,0.65,75.2326046875005,
USDIDR,1,mistral-7b,11,30,0.2222222222222222,3,0.43,0.65,15.567800000000716,
USDIDR,1,mistral-7b,12,40,0.2222222222222222,3,0.64,0.7,44.0,
USDIDR,1,mistral-7b,13,40,0.2222222222222222,3,0.64,0.7,55.5,
USDIDR,1,mistral-7b,14,35,0.2222222222222222,3,0.56,0.7,45.5,
USDIDR,1,mistral-7b,15,26,0.2222222222222222,4,0.456,0.7,20.5,
USDIDR,1,mistral-7b,16,39,0.2222222222222222,3,0.584,0.7,69.0,
USDIDR,1,mistral-7b,17,30,0.2222222222222222,3,0.48,0.65,17.433000000000902,
USDIDR,1,mistral-7b,18,32,0.2222222222222222,3,0.492,0.65,57.7001953125,
USDIDR,1,mistral-7b,19,26,0.2222222222222222,4,0.456,0.65,83.2001953125,
