currency,horizon,model,window_idx,explanation_len,news_grounding_rate,n_factors_cited,coherence_score,confidence_score,abs_pred_error,directional_accuracy
USDEUR,10,llama3-8b,0,43,0.3,3,0.608,0.8,0.002826995906829788,55.55555555555556
USDEUR,10,llama3-8b,1,48,0.3,3,0.638,0.7,0.0031539932060241417,55.55555555555556
USDEUR,10,llama3-8b,2,38,0.3,4,0.528,0.7,0.004351004514694223,44.44444444444444
USDEUR,10,llama3-8b,3,42,0.3,3,0.602,0.8,0.0017709944248199493,55.55555555555556
USDEUR,10,llama3-8b,4,77,0.9,2,0.6,0.5,0.0012459945678710781,66.66666666666666
USDEUR,10,llama3-8b,5,38,0.3,4,0.528,0.8,0.001191998224258417,55.55555555555556
USDEUR,10,llama3-8b,6,36,0.3,3,0.466,0.7,0.0044730037403107,55.55555555555556
USDEUR,10,llama3-8b,7,44,0.3,3,0.614,0.7,0.0025370024776458556,55.55555555555556
USDEUR,10,llama3-8b,8,37,0.2,4,0.622,0.7,0.0034170031547546055,44.44444444444444
USDEUR,10,llama3-8b,9,73,0.6,3,0.65,0.5,0.004732999897003187,33.33333333333333
USDEUR,10,llama3-8b,10,43,0.3,3,0.608,0.7,0.006390999774932871,44.44444444444444
USDEUR,10,llama3-8b,11,78,0.9,3,0.65,0.5,0.007161002311706554,44.44444444444444
USDEUR,10,llama3-8b,12,43,0.3,3,0.608,0.7,0.007894002285003676,44.44444444444444
USDEUR,10,llama3-8b,13,40,0.3,3,0.54,0.7,0.007809999675750756,44.44444444444444
USDEUR,10,llama3-8b,14,43,0.3,3,0.608,0.7,0.011726001949310338,55.55555555555556
USDEUR,10,llama3-8b,15,41,0.3,3,0.596,0.8,0.00863500045776373,55.55555555555556
USDEUR,10,llama3-8b,16,44,0.3,3,0.614,0.7,0.0028000002670287905,44.44444444444444
USDEUR,10,llama3-8b,17,38,0.3,5,0.628,0.7,0.0033460022926330322,55.55555555555556
USDEUR,10,llama3-8b,18,38,0.3,5,0.628,0.7,0.004253004760742174,66.66666666666666
USDEUR,10,llama3-8b,19,37,0.3,4,0.622,0.7,0.005378005189895618,66.66666666666666
USDEUR,10,qwen2.5-7b,0,33,0.2,3,0.548,0.7,0.002826995906829788,55.55555555555556
USDEUR,10,qwen2.5-7b,1,43,0.2,4,0.658,0.7,0.0031539932060241417,55.55555555555556
USDEUR,10,qwen2.5-7b,2,36,0.2,3,0.516,0.7,0.004351004514694223,44.44444444444444
USDEUR,10,qwen2.5-7b,3,37,0.2,3,0.622,0.7,0.0017709944248199493,55.55555555555556
USDEUR,10,qwen2.5-7b,4,36,0.2,3,0.516,0.7,0.0012459945678710781,66.66666666666666
USDEUR,10,qwen2.5-7b,5,33,0.2,3,0.498,0.7,0.001191998224258417,55.55555555555556
USDEUR,10,qwen2.5-7b,6,31,0.2,3,0.586,0.7,0.0044730037403107,55.55555555555556
USDEUR,10,qwen2.5-7b,7,43,0.2,4,0.658,0.7,0.0025370024776458556,55.55555555555556
USDEUR,10,qwen2.5-7b,8,31,0.2,3,0.586,0.7,0.0034170031547546055,44.44444444444444
USDEUR,10,qwen2.5-7b,9,31,0.2,3,0.586,0.7,0.004732999897003187,33.33333333333333
USDEUR,10,qwen2.5-7b,10,31,0.2,3,0.586,0.7,0.006390999774932871,44.44444444444444
USDEUR,10,qwen2.5-7b,11,31,0.2,3,0.586,0.7,0.007161002311706554,44.44444444444444
USDEUR,10,qwen2.5-7b,12,31,0.2,3,0.586,0.7,0.007894002285003676,44.44444444444444
USDEUR,10,qwen2.5-7b,13,31,0.2,3,0.586,0.7,0.007809999675750756,44.44444444444444
USDEUR,10,qwen2.5-7b,14,28,0.2,3,0.568,0.7,0.011726001949310338,55.55555555555556
USDEUR,10,qwen2.5-7b,15,43,0.2,3,0.658,0.7,0.00863500045776373,55.55555555555556
USDEUR,10,qwen2.5-7b,16,33,0.2,3,0.498,0.7,0.0028000002670287905,44.44444444444444
USDEUR,10,qwen2.5-7b,17,36,0.2,3,0.566,0.7,0.0033460022926330322,55.55555555555556
USDEUR,10,qwen2.5-7b,18,43,0.2,3,0.658,0.7,0.004253004760742174,66.66666666666666
USDEUR,10,qwen2.5-7b,19,31,0.2,3,0.586,0.7,0.005378005189895618,66.66666666666666
USDEUR,10,mistral-7b,0,46,0.2,2,0.526,0.7,0.002826995906829788,55.55555555555556
USDEUR,10,mistral-7b,1,47,0.2,2,0.532,0.8,0.0031539932060241417,55.55555555555556
USDEUR,10,mistral-7b,2,40,0.2,3,0.54,0.7,0.004351004514694223,44.44444444444444
USDEUR,10,mistral-7b,3,46,0.2,2,0.526,0.8,0.0017709944248199493,55.55555555555556
USDEUR,10,mistral-7b,4,46,0.2,2,0.526,0.8,0.0012459945678710781,66.66666666666666
USDEUR,10,mistral-7b,5,47,0.2,2,0.532,0.8,0.001191998224258417,55.55555555555556
USDEUR,10,mistral-7b,6,46,0.2,2,0.526,0.7,0.0044730037403107,55.55555555555556
USDEUR,10,mistral-7b,7,49,0.2,2,0.594,0.7,0.0025370024776458556,55.55555555555556
