currency,horizon,model,window_idx,explanation_len,news_grounding_rate,n_factors_cited,coherence_score,confidence_score,abs_pred_error,directional_accuracy
USDSGD,10,llama3-8b,0,59,0.6,3,0.7,0.5,0.003692014751434325,33.33333333333333
USDSGD,10,llama3-8b,1,62,0.7,3,0.65,0.5,0.003007006950378366,44.44444444444444
USDSGD,10,llama3-8b,2,59,0.6,3,0.7,0.5,0.0025159943389891693,33.33333333333333
USDSGD,10,llama3-8b,3,71,0.7,4,0.7,0.5,0.008025001907348584,33.33333333333333
USDSGD,10,llama3-8b,4,59,0.7,3,0.65,0.5,0.004155993270873992,44.44444444444444
USDSGD,10,llama3-8b,5,63,0.7,2,0.6,0.5,0.0041120041847228835,33.33333333333333
USDSGD,10,llama3-8b,6,67,0.7,3,0.7,0.5,0.006711012496948232,22.22222222222222
USDSGD,10,llama3-8b,7,59,0.7,3,0.65,0.5,0.00792201852798462,33.33333333333333
USDSGD,10,llama3-8b,8,59,0.7,3,0.65,0.5,0.008170021533966065,33.33333333333333
USDSGD,10,llama3-8b,9,60,0.7,4,0.7,0.5,0.008688025951385537,33.33333333333333
USDSGD,10,llama3-8b,10,59,0.6,3,0.7,0.5,0.006802012176513661,33.33333333333333
USDSGD,10,llama3-8b,11,62,0.6,4,0.7,0.5,0.010776016712188752,33.33333333333333
USDSGD,10,llama3-8b,12,56,0.7,3,0.6,0.5,0.009430009174346932,33.33333333333333
USDSGD,10,llama3-8b,13,62,0.6,3,0.7,0.5,0.005438008594512956,22.22222222222222
USDSGD,10,llama3-8b,14,61,0.6,4,0.7,0.5,0.004884006385803286,33.33333333333333
USDSGD,10,llama3-8b,15,61,0.6,4,0.7,0.5,0.003648003101348918,44.44444444444444
USDSGD,10,llama3-8b,16,61,0.6,4,0.7,0.5,0.0029649956321716074,44.44444444444444
USDSGD,10,llama3-8b,17,61,0.7,3,0.65,0.5,0.002957987689971908,44.44444444444444
USDSGD,10,llama3-8b,18,59,0.7,3,0.65,0.5,0.002978998718261705,55.55555555555556
USDSGD,10,llama3-8b,19,62,0.7,4,0.65,0.5,0.00627400457382199,44.44444444444444
USDSGD,10,qwen2.5-7b,0,33,0.2,3,0.448,0.7,0.003692014751434325,33.33333333333333
USDSGD,10,qwen2.5-7b,1,34,0.2,4,0.504,0.7,0.003007006950378366,44.44444444444444
USDSGD,10,qwen2.5-7b,2,34,0.2,4,0.504,0.7,0.0025159943389891693,33.33333333333333
USDSGD,10,qwen2.5-7b,3,34,0.2,2,0.454,0.7,0.008025001907348584,33.33333333333333
USDSGD,10,qwen2.5-7b,4,34,0.2,2,0.454,0.7,0.004155993270873992,44.44444444444444
USDSGD,10,qwen2.5-7b,5,41,0.2,3,0.496,0.7,0.0041120041847228835,33.33333333333333
USDSGD,10,qwen2.5-7b,6,44,0.2,3,0.614,0.7,0.006711012496948232,22.22222222222222
USDSGD,10,qwen2.5-7b,7,36,0.2,4,0.566,0.7,0.00792201852798462,33.33333333333333
USDSGD,10,qwen2.5-7b,8,29,0.2,4,0.524,0.7,0.008170021533966065,33.33333333333333
USDSGD,10,qwen2.5-7b,9,47,0.2,3,0.582,0.7,0.008688025951385537,33.33333333333333
USDSGD,10,qwen2.5-7b,10,39,0.2,5,0.634,0.7,0.006802012176513661,33.33333333333333
USDSGD,10,qwen2.5-7b,11,35,0.2,5,0.61,0.7,0.010776016712188752,33.33333333333333
USDSGD,10,qwen2.5-7b,12,34,0.2,2,0.454,0.7,0.009430009174346932,33.33333333333333
USDSGD,10,qwen2.5-7b,13,62,0.2,4,0.65,0.7,0.005438008594512956,22.22222222222222
USDSGD,10,qwen2.5-7b,14,40,0.2,5,0.64,0.7,0.004884006385803286,33.33333333333333
USDSGD,10,qwen2.5-7b,15,35,0.2,4,0.51,0.7,0.003648003101348918,44.44444444444444
USDSGD,10,qwen2.5-7b,16,37,0.2,2,0.422,0.7,0.0029649956321716074,44.44444444444444
USDSGD,10,qwen2.5-7b,17,34,0.2,4,0.554,0.7,0.002957987689971908,44.44444444444444
USDSGD,10,qwen2.5-7b,18,34,0.2,2,0.454,0.7,0.002978998718261705,55.55555555555556
USDSGD,10,qwen2.5-7b,19,43,0.2,3,0.508,0.7,0.00627400457382199,44.44444444444444
USDSGD,10,mistral-7b,0,41,0.2,3,0.496,0.7,0.003692014751434325,33.33333333333333
USDSGD,10,mistral-7b,1,43,0.2,3,0.508,0.7,0.003007006950378366,44.44444444444444
USDSGD,10,mistral-7b,2,42,0.2,3,0.502,0.7,0.0025159943389891693,33.33333333333333
USDSGD,10,mistral-7b,3,55,0.2,2,0.5,0.7,0.008025001907348584,33.33333333333333
USDSGD,10,mistral-7b,4,43,0.2,3,0.508,0.7,0.004155993270873992,44.44444444444444
USDSGD,10,mistral-7b,5,46,0.2,3,0.526,0.7,0.0041120041847228835,33.33333333333333
USDSGD,10,mistral-7b,6,47,0.2,3,0.532,0.7,0.006711012496948232,22.22222222222222
USDSGD,10,mistral-7b,7,43,0.2,2,0.608,0.7,0.00792201852798462,33.33333333333333
USDSGD,10,mistral-7b,8,56,0.2,3,0.6,0.7,0.008170021533966065,33.33333333333333
USDSGD,10,mistral-7b,9,45,0.2,3,0.52,0.7,0.008688025951385537,33.33333333333333
USDSGD,10,mistral-7b,10,58,0.2,4,0.7,0.7,0.006802012176513661,33.33333333333333
USDSGD,10,mistral-7b,11,43,0.2,3,0.508,0.7,0.010776016712188752,33.33333333333333
USDSGD,10,mistral-7b,12,46,0.2,2,0.576,0.7,0.009430009174346932,33.33333333333333
USDSGD,10,mistral-7b,13,50,0.2,3,0.55,0.7,0.005438008594512956,22.22222222222222
USDSGD,10,mistral-7b,14,43,0.2,2,0.558,0.7,0.004884006385803286,33.33333333333333
USDSGD,10,mistral-7b,15,44,0.2,3,0.514,0.7,0.003648003101348918,44.44444444444444
USDSGD,10,mistral-7b,16,43,0.2,2,0.458,0.7,0.0029649956321716074,44.44444444444444
USDSGD,10,mistral-7b,17,43,0.2,3,0.508,0.7,0.002957987689971908,44.44444444444444
USDSGD,10,mistral-7b,18,44,0.2,2,0.564,0.7,0.002978998718261705,55.55555555555556
USDSGD,10,mistral-7b,19,41,0.2,2,0.546,0.7,0.00627400457382199,44.44444444444444
