date,open,high,low,close,adj_close,volume
2016-01-01,33.05799865722656,33.05799865722656,33.05500030517578,32.06700134277344,32.06700134277344,0.0
2016-01-02,33.05799865722656,33.05799865722656,33.05500030517578,32.06700134277344,32.06700134277344,0.0
2016-01-03,33.05799865722656,33.05799865722656,33.05500030517578,32.06700134277344,32.06700134277344,0.0
2016-01-04,32.10499954223633,33.222999572753906,32.10499954223633,32.05899810791016,32.05899810791016,0.0
2016-01-05,33.06999969482422,33.257999420166016,32.95000076293945,32.4640007019043,32.4640007019043,0.0
2016-01-06,33.1150016784668,33.439998626708984,33.05799865722656,32.24599838256836,32.24599838256836,0.0
2016-01-07,33.27799987792969,33.518001556396484,33.13999938964844,33.44200134277344,33.44200134277344,0.0
2016-01-08,33.2599983215332,33.487998962402344,33.11000061035156,32.23400115966797,32.23400115966797,0.0
2016-01-09,33.2599983215332,33.487998962402344,33.11000061035156,32.23400115966797,32.23400115966797,0.0
2016-01-10,33.2599983215332,33.487998962402344,33.11000061035156,32.23400115966797,32.23400115966797,0.0
2016-01-11,32.17599868774414,33.63800048828125,32.17599868774414,32.20100021362305,32.20100021362305,0.0
2016-01-12,33.290000915527344,33.6510009765625,33.28300094604492,32.55899810791016,32.55899810791016,0.0
2016-01-13,33.349998474121094,33.39500045776367,33.27000045776367,33.650001525878906,33.650001525878906,0.0
2016-01-14,33.44300079345703,33.72800064086914,33.40800094604492,33.612998962402344,33.612998962402344,0.0
2016-01-15,33.4109992980957,33.60499954223633,33.4109992980957,33.72800064086914,33.72800064086914,0.0
2016-01-16,33.4109992980957,33.60499954223633,33.4109992980957,33.72800064086914,33.72800064086914,0.0
2016-01-17,33.4109992980957,33.60499954223633,33.4109992980957,33.72800064086914,33.72800064086914,0.0
2016-01-18,32.66400146484375,33.60499954223633,32.66400146484375,32.67499923706055,32.67499923706055,0.0
2016-01-19,32.667999267578125,33.805999755859375,32.667999267578125,32.64500045776367,32.64500045776367,0.0
2016-01-20,33.56999969482422,33.79800033569336,33.54999923706055,32.444000244140625,32.444000244140625,0.0
2016-01-21,32.9640007019043,33.78099822998047,32.9640007019043,32.91600036621094,32.91600036621094,0.0
2016-01-22,33.58300018310547,33.685001373291016,33.40999984741211,32.94599914550781,32.94599914550781,0.0
2016-01-23,33.58300018310547,33.685001373291016,33.40999984741211,32.94599914550781,32.94599914550781,0.0
2016-01-24,33.58300018310547,33.685001373291016,33.40999984741211,32.94599914550781,32.94599914550781,0.0
2016-01-25,32.64799880981445,33.540000915527344,32.64799880981445,32.641998291015625,32.641998291015625,0.0
2016-01-26,32.479000091552734,33.71099853515625,32.479000091552734,32.47800064086914,32.47800064086914,0.0
2016-01-27,32.48500061035156,33.61800003051758,32.48500061035156,32.45100021362305,32.45100021362305,0.0
2016-01-28,32.60599899291992,33.65299987792969,32.60599899291992,32.595001220703125,32.595001220703125,0.0
2016-01-29,33.57699966430664,33.5890007019043,33.11600112915039,32.60599899291992,32.60599899291992,0.0
2016-01-30,33.57699966430664,33.5890007019043,33.11600112915039,32.60599899291992,32.60599899291992,0.0
2016-01-31,33.57699966430664,33.5890007019043,33.11600112915039,32.60599899291992,32.60599899291992,0.0
2016-02-01,32.779998779296875,33.470001220703125,32.779998779296875,32.79899978637695,32.79899978637695,0.0
2016-02-02,33.400001525878906,33.53499984741211,33.31999969482422,32.43000030517578,32.43000030517578,0.0
2016-02-03,33.505001068115234,33.625,33.45500183105469,32.571998596191406,32.571998596191406,0.0
2016-02-04,33.244998931884766,33.43299865722656,33.0,32.16699981689453,32.16699981689453,0.0
2016-02-05,32.1510009765625,33.400001525878906,32.1510009765625,33.0629997253418,33.0629997253418,0.0
2016-02-06,32.1510009765625,33.400001525878906,32.1510009765625,33.0629997253418,33.0629997253418,0.0
2016-02-07,32.1510009765625,33.400001525878906,32.1510009765625,33.0629997253418,33.0629997253418,0.0
2016-02-08,32.33300018310547,33.50600051879883,32.33300018310547,33.50699996948242,33.50699996948242,0.0
2016-02-09,33.50600051879883,33.50600051879883,32.375,33.50699996948242,33.50699996948242,0.0
2016-02-10,33.50699996948242,33.50699996948242,32.95500183105469,32.19200134277344,32.19200134277344,0.0
2016-02-11,33.50600051879883,33.50600051879883,32.91999816894531,32.95399856567383,32.95399856567383,0.0
2016-02-12,33.50600051879883,33.50600051879883,32.97800064086914,32.13600158691406,32.13600158691406,0.0
2016-02-13,33.50600051879883,33.50600051879883,32.97800064086914,32.13600158691406,32.13600158691406,0.0
2016-02-14,33.50600051879883,33.50600051879883,32.97800064086914,32.13600158691406,32.13600158691406,0.0
